Test Name, September17, October17, November17, December17, Janurary18, Feburary18, Average%, Average Symbols
RSI50/BOP0.05/BBANDS0.06/,0.6667,0.5,0,0.5,0.6154,0,0.3803,2.5
RSI50/BOP0.05/BBANDS0.05/,0,1,0,0.5,0.6,0,0.35,1.83
RSI50/BOP0.05/BBANDS0.04/,0,1,0,0.6,0.8333,0,0.4056,1.5
RSI50/BOP0.03/,0.7368,0.5,1,0.5333,0.5588,0,0.5548,7.83
RSI50/BOP0.01/,0.7368,0.5,1,0.5333,0.5588,0,0.5548,7.83
BOP0.05/BBANDS0.07/ADX20/,0.7143,0.5714,1,0.3,0.5,0,0.5143,2.83
BOP0.05/BBANDS0.07/ADX25/,0.5455,0.625,1,0.4,0.3636,0,0.489,4.33
BOP0.05/BBANDS0.07/ADX30/,0.6364,0.6667,1,0.4737,0.3636,0,0.5234,7.33
BOP0.05/BBANDS0.07/ADX35/,0.6667,0.7222,1,0.4348,0.4,0,0.5373,9.33
BOP0.05/BBANDS0.07/ADX40/,0.6897,0.6957,1,0.4286,0.4222,0,0.5394,11.5
BOP0.05/BBANDS0.07/ADX45/,0.6897,0.6538,1,0.4375,0.4375,0,0.5364,12.33
BOP0.05/BBANDS0.07/ADX50/,0.697,0.6429,1,0.4444,0.4615,0,0.541,13.83
BOP0.05/BBANDS0.06/,0.7143,0.55,1,0.4062,0.6042,0,0.5458,12.67
BOP0.05/BBANDS0.05/,0.6316,0.6429,1,0.375,0.5882,0,0.5396,8.83
BOP0.05/BBANDS0.04/,0.5556,0.6667,1,0.4,0.7,0,0.5537,5.5
RSI50/MOM0/MACD0/BBANDS0.07/ADX20/,1,1,0,0.6667,1,0,0.6111,0.83
RSI50/MOM0/MACD0/BBANDS0.07/ADX25/,1,0.5,0,0.75,0.5,0,0.4583,1.17
RSI50/MOM0/MACD0/BBANDS0.07/ADX30/,1,0.5,0,0.75,0.6,0,0.475,1.33
RSI50/MOM0/MACD0/BBANDS0.07/ADX35/,1,0.6667,0,0.75,0.6,0,0.5028,1.67
RSI50/MOM0/MACD0/BBANDS0.07/ADX40/,1,0.6667,0,0.6,0.6667,0,0.4889,1.83
RSI50/MOM0/MACD0/BBANDS0.07/ADX45/,1,0.6667,0,0.6,0.6667,0,0.4889,1.83
RSI50/MOM0/MACD0/BBANDS0.07/ADX50/,1,0.6667,0,0.6,0.6667,0,0.4889,1.83
RSI50/MOM0/MACD0/BBANDS0.06/,0.5,0.5,0,0.6,0.8,0,0.4,1.5
RSI50/MOM0/MACD0/BBANDS0.05/,0,0.5,0,0.6,0.75,0,0.3083,1.17
RSI50/MOM0/MACD0/BBANDS0.04/,0,0.5,0,0.75,1,0,0.375,1
MOM0/MACD0/BBANDS0.07/ADX20/,0.75,0.5,0,0.4,0.5,0,0.3583,1.67
MOM0/MACD0/BBANDS0.07/ADX25/,0.75,0.3333,0,0.5,0.4615,0,0.3408,2.33
MOM0/MACD0/BBANDS0.07/ADX30/,0.8,0.4286,0,0.5,0.4706,0,0.3665,3.67
MOM0/MACD0/BBANDS0.07/ADX35/,0.8333,0.5455,0,0.5,0.5263,0,0.4008,4.83
MOM0/MACD0/BBANDS0.07/ADX40/,0.8,0.5833,0,0.4286,0.5,0,0.3853,5.5
MOM0/MACD0/BBANDS0.07/ADX45/,0.8,0.5833,0,0.4286,0.5,0,0.3853,5.5
MOM0/MACD0/BBANDS0.07/ADX50/,0.8125,0.6154,0,0.4286,0.5,0,0.3928,5.83
MOM0/MACD0/BBANDS0.06/,0.8462,0.3333,0,0.4286,0.6667,0,0.3791,4.33
MOM0/MACD0/BBANDS0.05/,0.8571,0.25,0,0.4286,0.7,0,0.3726,2.83
MOM0/MACD0/BBANDS0.04/,0.6667,0.5,0,0.6,0.5,0,0.3778,1.33
RSI50/MACD0/BBANDS0.07/ADX20/,1,1,0,0.5,1,0,0.5833,1.33
RSI50/MACD0/BBANDS0.07/ADX25/,1,0.5,0,0.6667,0.3333,0,0.4167,1.83
RSI50/MACD0/BBANDS0.07/ADX30/,0.75,0.5,0,0.6667,0.4545,0,0.3952,2.17
RSI50/MACD0/BBANDS0.07/ADX35/,0.8,0.6667,0,0.6667,0.4615,0,0.4325,2.67
RSI50/MACD0/BBANDS0.07/ADX40/,0.8,0.5,0,0.5714,0.5882,0,0.4099,3.33
RSI50/MACD0/BBANDS0.07/ADX45/,0.8,0.5,0,0.5,0.5882,0,0.398,3.33
RSI50/MACD0/BBANDS0.07/ADX50/,0.8,0.5,0,0.5,0.5882,0,0.398,3.33
RSI50/MACD0/BBANDS0.06/,0.75,0.3333,0,0.5,0.6429,0,0.371,2.83
RSI50/MACD0/BBANDS0.05/,0,0.5,0,0.4286,0.6364,0,0.2608,1.83
RSI50/MACD0/BBANDS0.04/,0,0.5,0,0.6,0.8571,0,0.3262,1.67
MACD0/BBANDS0.07/ADX20/,0.7143,0.6,0,0.25,0.5714,0,0.356,2.33
MACD0/BBANDS0.07/ADX25/,0.625,0.4286,0,0.3846,0.4286,0,0.3111,3.67
MACD0/BBANDS0.07/ADX30/,0.6875,0.5556,0,0.375,0.4615,0,0.3466,5.67
MACD0/BBANDS0.07/ADX35/,0.7222,0.6154,0,0.3684,0.5161,0,0.3704,7.33
MACD0/BBANDS0.07/ADX40/,0.7273,0.6,0,0.381,0.5405,0,0.3748,8.83
MACD0/BBANDS0.07/ADX45/,0.7273,0.6,0,0.3636,0.5405,0,0.3719,8.83
MACD0/BBANDS0.07/ADX50/,0.75,0.625,0,0.3636,0.5526,0,0.3819,9.5
MACD0/BBANDS0.06/,0.8333,0.4,0,0.3529,0.6552,0,0.3736,7.33
MACD0/BBANDS0.05/,0.7778,0.4286,0,0.3077,0.6842,0,0.3664,4.5
MACD0/BBANDS0.04/,0.5,0.6,0,0.375,0.7,0,0.3625,2.5
RSI50/MOM0/BBANDS0.07/ADX20/,1,0.5,0,0.6667,1,0,0.5278,0.83
RSI50/MOM0/BBANDS0.07/ADX25/,1,0.25,0,0.75,0.5,0,0.4167,1.17
RSI50/MOM0/BBANDS0.07/ADX30/,1,0.25,0,0.75,0.5,0,0.4167,1.33
RSI50/MOM0/BBANDS0.07/ADX35/,1,0.4,0,0.75,0.5,0,0.4417,1.67
RSI50/MOM0/BBANDS0.07/ADX40/,1,0.4,0,0.6,0.5714,0,0.4286,1.83
RSI50/MOM0/BBANDS0.07/ADX45/,1,0.4,0,0.6,0.5714,0,0.4286,1.83
RSI50/MOM0/BBANDS0.07/ADX50/,1,0.4,0,0.6,0.5714,0,0.4286,1.83
RSI50/MOM0/BBANDS0.06/,0.5,0.25,0,0.6,0.8,0,0.3583,1.5
RSI50/MOM0/BBANDS0.05/,0,0.25,0,0.6,0.75,0,0.2667,1.17
RSI50/MOM0/BBANDS0.04/,0,0.25,0,0.75,1,0,0.3333,1
MOM0/BBANDS0.07/ADX20/,0.6,0.3333,0,0.4,0.5,0,0.3056,1.67
MOM0/BBANDS0.07/ADX25/,0.5,0.3,0,0.5,0.4615,0,0.2936,2.83
MOM0/BBANDS0.07/ADX30/,0.6429,0.4286,0,0.6364,0.4,0,0.3513,5
MOM0/BBANDS0.07/ADX35/,0.7222,0.5263,0,0.5833,0.4348,0,0.3778,6.67
MOM0/BBANDS0.07/ADX40/,0.7143,0.6,1,0.5294,0.4074,0,0.5419,8.5
MOM0/BBANDS0.07/ADX45/,0.7143,0.6207,1,0.5556,0.4483,0,0.5565,9.5
MOM0/BBANDS0.07/ADX50/,0.7273,0.6452,1,0.5714,0.4667,0,0.5684,10.5
MOM0/BBANDS0.06/,0.7368,0.5833,0.5,0.55,0.625,0,0.4992,9.17
MOM0/BBANDS0.05/,0.6923,0.5789,0.5,0.5294,0.6471,0,0.4913,6.83
MOM0/BBANDS0.04/,0.5714,0.6,0.5,0.5833,0.625,0,0.48,4.33
RSI50/BBANDS0.07/ADX20/,1,0.5,0,0.5,1,0,0.5,1.33
RSI50/BBANDS0.07/ADX25/,1,0.25,0,0.6667,0.4,0,0.3861,2
RSI50/BBANDS0.07/ADX30/,0.75,0.4,0,0.7143,0.4286,0,0.3822,2.67
RSI50/BBANDS0.07/ADX35/,0.8,0.5,0,0.7143,0.4118,0,0.4044,3.17
RSI50/BBANDS0.07/ADX40/,0.8,0.4286,0,0.625,0.5455,0,0.3999,4
RSI50/BBANDS0.07/ADX45/,0.8,0.4286,0,0.5556,0.5455,0,0.3883,4
RSI50/BBANDS0.07/ADX50/,0.8,0.4286,0,0.5556,0.5455,0,0.3883,4
RSI50/BBANDS0.06/,0.75,0.3333,0,0.5556,0.6111,0,0.375,3.5
RSI50/BBANDS0.05/,0,0.4,0,0.5,0.6429,0,0.2572,2.5
RSI50/BBANDS0.04/,0,0.4,0,0.6,0.8,0,0.3,2.17
BBANDS0.07/ADX20/,0.6667,0.3846,1,0.2667,0.4545,0,0.4621,3.5
BBANDS0.07/ADX25/,0.5,0.2609,1,0.4444,0.3226,1,0.588,6.33
BBANDS0.07/ADX30/,0.6,0.3636,1,0.5,0.3191,0.5,0.5471,11
BBANDS0.04/,0.5,0.52,0.6667,0.4545,0.6129,0,0.459,8.5
RSI50/MOM0/MACD0/BOP0.05/ADX20/,0.6667,0.5,1,0.75,0.6667,0,0.5972,1.5
RSI50/MOM0/MACD0/BOP0.05/ADX25/,0.75,0.5,1,0.8333,0.4286,0,0.5853,2.17
RSI50/MOM0/MACD0/BOP0.05/ADX30/,0.8,0.3333,1,0.8333,0.5,0,0.5778,2.67
RSI50/MOM0/MACD0/BOP0.05/ADX35/,0.8,0.5,1,0.8333,0.5,0,0.6055,3
RSI50/MOM0/MACD0/BOP0.05/ADX40/,0.8,0.5,1,0.625,0.5385,0,0.5772,3.17
RSI50/MOM0/MACD0/BOP0.05/ADX45/,0.8,0.6667,1,0.625,0.5333,0,0.6042,3.67
RSI50/MOM0/MACD0/BOP0.05/ADX50/,0.8,0.6667,1,0.625,0.5333,0,0.6042,3.67
MOM0/MACD0/BOP0.05/ADX20/,0.8462,0.25,1,0.4286,0.4444,0,0.4949,4.17
MOM0/MACD0/BOP0.05/ADX25/,0.8947,0.1818,1,0.4545,0.4333,0,0.494,6.5
MOM0/MACD0/BOP0.05/ADX30/,0.8929,0.2857,1,0.4615,0.4878,0.1667,0.5491,10.17
RSI50/MACD0/BOP0.05/ADX20/,0.8333,0.3333,1,0.6,0.6,0,0.5611,2.17
RSI50/MACD0/BOP0.05/ADX25/,0.8182,0.2,1,0.625,0.3571,0,0.5,3.5
RSI50/MACD0/BOP0.05/ADX30/,0.8,0.1667,1,0.625,0.5455,0,0.5229,5.17
RSI50/MACD0/BOP0.05/ADX35/,0.8125,0.2857,1,0.625,0.5385,0,0.5436,5.83
RSI50/MACD0/BOP0.05/ADX40/,0.8125,0.25,1,0.4545,0.5517,0,0.5114,6.17
RSI50/MACD0/BOP0.05/ADX45/,0.8125,0.4,1,0.4167,0.5484,0,0.5296,6.67
RSI50/MACD0/BOP0.05/ADX50/,0.8125,0.4,1,0.4167,0.5484,0,0.5296,6.67
MACD0/BOP0.05/ADX20/,0.9,0.2727,1,0.3,0.45,0,0.4871,5.67
MACD0/BOP0.05/ADX25/,0.9118,0.2778,1,0.3333,0.4286,0,0.4919,10.33
MACD0/BOP0.05/ADX30/,0.8958,0.3214,1,0.3333,0.5333,0.1429,0.5378,16
RSI50/MOM0/BOP0.05/ADX20/,0.6667,0.5,1,0.75,0.6667,0,0.5972,1.5
RSI50/MOM0/BOP0.05/ADX25/,0.75,0.5,1,0.8333,0.4286,0,0.5853,2.17
RSI50/MOM0/BOP0.05/ADX30/,0.8,0.3333,1,0.8571,0.4545,0,0.5742,2.83
RSI50/MOM0/BOP0.05/ADX35/,0.8,0.5,1,0.8571,0.4615,0,0.6031,3.17
RSI50/MOM0/BOP0.05/ADX40/,0.8,0.5,1,0.6667,0.5,0,0.5778,3.33
RSI50/MOM0/BOP0.05/ADX45/,0.8,0.6667,1,0.6667,0.5,0,0.6056,3.83
RSI50/MOM0/BOP0.05/ADX50/,0.8,0.6667,1,0.6667,0.5,0,0.6056,3.83
MOM0/BOP0.05/ADX20/,0.8,0.25,1,0.4286,0.4444,0,0.4872,4.33
MOM0/BOP0.05/ADX25/,0.76,0.25,1,0.5,0.4333,0,0.4906,7.17
MOM0/BOP0.05/ADX30/,0.7941,0.36,1,0.5294,0.4667,0.1429,0.5488,11.67
RSI50/BOP0.05/ADX20/,0.8333,0.3333,1,0.6,0.6,0,0.5611,2.17
RSI50/BOP0.05/ADX25/,0.8182,0.2,1,0.625,0.4,0,0.5072,3.67
RSI50/BOP0.05/ADX30/,0.8,0.1667,1,0.7,0.56,0,0.5378,5.83
RSI50/BOP0.05/ADX35/,0.8125,0.2857,1,0.7,0.5517,0,0.5583,6.5
RSI50/BOP0.05/ADX40/,0.8125,0.25,1,0.5385,0.5758,0,0.5295,7
RSI50/BOP0.05/ADX45/,0.8125,0.4,1,0.5,0.5714,0,0.5473,7.5
RSI50/BOP0.05/ADX50/,0.8125,0.4545,1,0.5,0.5714,0,0.5564,7.67
BOP0.05/ADX20/,0.8148,0.3077,1,0.375,0.4545,0,0.492,7.33
BOP0.05/ADX25/,0.7872,0.3636,1,0.4074,0.4348,0,0.4988,13.17
BOP0.05/ADX30/,0.803,0.3889,1,0.4474,0.5316,0.1111,0.547,21.83
RSI50/MOM0/MACD0/ADX20/,0.6667,0.5,1,0.75,0.6667,0,0.5972,1.67
RSI50/MOM0/MACD0/ADX25/,0.75,0.4,1,0.7143,0.4286,0,0.5488,2.33
RSI50/MOM0/MACD0/ADX30/,0.8,0.3333,1,0.7143,0.5,0,0.5579,2.83
RSI50/MOM0/MACD0/ADX35/,0.8333,0.4286,1,0.7143,0.5,0.3333,0.6349,3.5
RSI50/MOM0/MACD0/ADX40/,0.8333,0.4286,1,0.5556,0.5385,0.3333,0.6149,3.67
RSI50/MOM0/MACD0/ADX45/,0.8333,0.5556,1,0.5556,0.5333,0.25,0.6213,4.17
RSI50/MOM0/MACD0/ADX50/,0.8333,0.5556,1,0.5556,0.5333,0.25,0.6213,4.17
MOM0/MACD0/ADX20/,0.8462,0.3,1,0.4286,0.4444,0,0.5032,4.33
MOM0/MACD0/ADX25/,0.8947,0.2,1,0.4615,0.4062,0,0.4937,6.83
MOM0/MACD0/ADX30/,0.8929,0.28,1,0.4667,0.4651,0.1667,0.5452,10.5
RSI50/MACD0/ADX20/,0.8333,0.4,1,0.6,0.6667,0,0.5833,2.5
RSI50/MACD0/ADX25/,0.8333,0.25,1,0.6364,0.4,0,0.52,4.33
RSI50/MACD0/ADX30/,0.8125,0.2,1,0.6364,0.5652,0,0.5357,6
RSI50/MACD0/ADX35/,0.8333,0.25,1,0.6364,0.5714,0.3333,0.6041,7.17
RSI50/MACD0/ADX40/,0.8421,0.2308,1,0.5,0.6061,0.3333,0.5854,8
RSI50/MACD0/ADX45/,0.8421,0.3333,1,0.4667,0.6,0.25,0.582,8.5
RSI50/MACD0/ADX50/,0.8421,0.3333,1,0.4667,0.6,0.25,0.582,8.5
MACD0/ADX20/,0.8571,0.3077,1,0.3333,0.4762,0,0.4957,6.17
MACD0/ADX25/,0.8649,0.2609,1,0.44,0.4348,0,0.5001,11.83
MACD0/ADX30/,0.8654,0.3143,1,0.4062,0.5312,0.1429,0.5433,17.83
RSI50/MOM0/ADX20/,0.6667,0.3333,1,0.75,0.6667,0,0.5694,1.67
RSI50/MOM0/ADX25/,0.75,0.25,1,0.7143,0.5,0,0.5357,2.5
RSI50/MOM0/ADX30/,0.8,0.2222,1,0.75,0.5,0,0.5454,3.17
RSI50/MOM0/ADX35/,0.8333,0.3,1,0.75,0.5,0.3333,0.6194,3.83
RSI50/MOM0/ADX40/,0.8333,0.3,1,0.6,0.5333,0.3333,0.6,4
RSI50/MOM0/ADX45/,0.8333,0.4167,1,0.6,0.5294,0.25,0.6049,4.5
RSI50/MOM0/ADX50/,0.8333,0.4167,1,0.6,0.5294,0.25,0.6049,4.5
MOM0/ADX20/,0.8,0.2308,1,0.4286,0.4444,0,0.484,4.5
MOM0/ADX25/,0.76,0.2,1,0.4667,0.4242,0,0.4752,7.67
MOM0/ADX30/,0.7941,0.303,1,0.5833,0.4583,0.1429,0.5469,12.83
RSI50/ADX20/,0.8889,0.3,1,0.6667,0.6364,0,0.582,3.83
RSI50/ADX25/,0.8824,0.2222,1,0.6429,0.5385,0,0.5477,7.17
RSI50/ADX30/,0.8571,0.2609,1,0.6471,0.5946,0,0.56,9.83
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/,0.5,1,0,0.6,0.6667,0,0.4611,1.67
MOM0/MACD0/BOP0.05/BBANDS0.07/,0.7647,0.7273,0,0.4286,0.4783,0,0.3998,5.83
RSI50/MACD0/BOP0.05/BBANDS0.07/,0.6,0.6667,0,0.4286,0.5333,0,0.3714,2.67
MACD0/BOP0.05/BBANDS0.07/,0.7826,0.6429,0,0.3333,0.5,0,0.3765,8.5
RSI50/MOM0/BOP0.05/BBANDS0.07/,0.5,1,0,0.6,0.5714,0,0.4452,1.67
MOM0/BOP0.05/BBANDS0.07/,0.6818,0.6818,1,0.5882,0.4688,0,0.5701,9.33
RSI50/BOP0.05/BBANDS0.07/,0.6,0.6667,0,0.5,0.5294,0,0.3827,3
BOP0.05/BBANDS0.07/,0.7027,0.6,1,0.4634,0.5161,0,0.547,16.33
RSI50/MOM0/MACD0/BBANDS0.07/,0.6667,0.6667,0,0.6,0.6667,0,0.4334,1.83
MOM0/MACD0/BBANDS0.07/,0.7778,0.6154,0,0.4286,0.4783,0,0.3834,6
RSI50/MACD0/BBANDS0.07/,0.6667,0.5,0,0.5,0.5882,0,0.3758,3.33
MACD0/BBANDS0.07/,0.7308,0.5882,0,0.3913,0.5385,0,0.3748,9.83
RSI50/MOM0/BBANDS0.07/,0.6667,0.4,0,0.6,0.5714,0,0.373,1.83
MOM0/BBANDS0.07/,0.7083,0.6176,0.5,0.5909,0.4706,0,0.4812,11.33
RSI50/BBANDS0.07/,0.6667,0.4286,0,0.5556,0.5455,0,0.3661,4
RSI50/MOM0/MACD0/BOP0.05/,0.5714,0.6667,1,0.6667,0.5333,0,0.573,3.83
RSI50/MACD0/BOP0.05/,0.7368,0.4,1,0.4615,0.5484,0,0.5244,7
RSI50/MOM0/BOP0.05/,0.5714,0.6667,1,0.7,0.5,0,0.573,4
RSI50/BOP0.05/,0.7368,0.4545,1,0.5333,0.5714,0,0.5493,8
RSI50/MOM0/MACD0/,0.625,0.5556,1,0.6,0.5333,0.25,0.594,4.33
RSI50/MACD0/,0.7727,0.3333,1,0.5,0.6,0.25,0.576,8.83
RSI50/MOM0/,0.625,0.4167,1,0.6364,0.5294,0.25,0.5762,4.67
RSI60/MOM0/MACD0/BOP0.03/ADX30/,1,0,0,1,0,0,0.3333,0.33
RSI60/MOM0/MACD0/BOP0.03/ADX35/,1,0,0,1,0,0,0.3333,0.33
RSI60/MOM0/MACD0/BOP0.03/ADX40/,1,1,0,1,0,0,0.5,0.5
RSI60/MOM0/MACD0/BOP0.03/ADX45/,1,1,0,1,0,0,0.5,0.5
RSI60/MOM0/MACD0/BOP0.03/ADX50/,1,1,0,1,0,0,0.5,0.5
RSI60/MOM0/MACD0/BOP0.01/,1,1,0,1,0.3333,0,0.5556,1.17
RSI60/MOM0/MACD0/BOP-0.01/,1,1,0,1,0.3333,0,0.5556,1.17
RSI60/MOM0/MACD0/BOP-0.03/,1,1,0,1,0.3333,0,0.5556,1.17
RSI60/MOM0/MACD0/BOP-0.05/,1,1,0,1,0.3333,0,0.5556,1.17
MOM0/MACD0/BOP0.03/ADX30/,0.9444,0.1875,1,0.4286,0.5,0.1667,0.5379,6.5
RSI60/MACD0/BOP0.03/ADX30/,1,0.6667,0,0.3333,0.8,0,0.4667,2.5
RSI60/MACD0/BOP0.03/ADX35/,1,0.6667,0,0.3333,0.875,0,0.4792,3
RSI60/MACD0/BOP0.03/ADX40/,1,0.75,0,0.25,0.8889,0,0.4815,3.33
RSI60/MACD0/BOP0.03/ADX45/,1,0.75,0,0.25,0.8889,0,0.4815,3.33
RSI60/MACD0/BOP0.03/ADX50/,1,0.75,0,0.25,0.8889,0,0.4815,3.33
RSI60/MACD0/BOP0.01/,1,0.7143,0,0.2727,0.75,0,0.4562,5.33
RSI60/MACD0/BOP-0.01/,1,0.7143,0,0.2727,0.75,0,0.4562,5.33
RSI60/MACD0/BOP-0.03/,1,0.8333,0,0.3,0.75,0,0.4806,5.33
RSI60/MACD0/BOP-0.05/,1,0.8,0,0.3333,0.75,0,0.4806,5.17
MACD0/BOP0.03/ADX30/,0.9412,0.2381,1,0.2727,0.6,0.1667,0.5364,10.83
RSI60/MOM0/BOP0.03/ADX30/,0.5,0,0,0.5,0,0,0.1667,0.33
RSI60/MOM0/BOP0.03/ADX35/,0.5,0,0,0.5,0,0,0.1667,0.33
RSI60/MOM0/BOP0.03/ADX40/,0.5,1,0,0.5,0.3333,0,0.3889,0.67
RSI60/MOM0/BOP0.03/ADX45/,0.5,1,0,0.6667,0.25,0,0.4028,0.83
RSI60/MOM0/BOP0.03/ADX50/,0.5,0.5,0,0.75,0.25,0,0.3333,1
RSI60/MOM0/BOP0.01/,0.6,0.6,0,0.625,0.2222,0,0.3412,2.17
RSI60/MOM0/BOP-0.01/,0.6,0.6,0,0.625,0.2222,0,0.3412,2.17
RSI60/MOM0/BOP-0.03/,0.6,0.75,0,0.625,0.2222,0,0.3662,2.17
RSI60/MOM0/BOP-0.05/,0.6,0.75,0,0.625,0.2222,0,0.3662,2.17
MOM0/BOP0.03/ADX30/,0.9,0.1875,1,0.4444,0.52,0.1429,0.5325,7
RSI60/BOP0.03/ADX30/,0.8,0.6,0,0.375,0.8462,0,0.4369,4.83
RSI60/BOP0.03/ADX35/,0.8,0.6667,0,0.3333,0.7778,0,0.4296,5.5
RSI60/BOP0.03/ADX40/,0.8,0.7143,0,0.3,0.7619,0,0.4294,6
RSI60/BOP0.03/ADX45/,0.8,0.75,0,0.3636,0.7273,0,0.4402,6.33
RSI60/BOP0.03/ADX50/,0.8,0.7,0,0.3846,0.7273,0,0.4353,6.67
RSI60/BOP0.01/,0.7273,0.6875,1,0.4286,0.5833,0.25,0.6128,10.33
RSI60/BOP-0.01/,0.7619,0.6667,1,0.4286,0.5833,0.25,0.6151,10.17
RSI60/BOP-0.03/,0.7619,0.75,1,0.4444,0.6,0.3333,0.6483,10
RSI60/BOP-0.05/,0.7895,0.7273,1,0.48,0.6,0,0.5995,9.5
BOP0.03/ADX30/,0.8864,0.2609,1,0.4211,0.6522,0.125,0.5576,14.5
RSI60/MOM0/MACD0/BOP0.05/ADX30/,1,0,0,1,1,0,0.5,0.67
RSI60/MOM0/MACD0/BOP0.05/ADX35/,1,0,0,1,1,0,0.5,0.83
RSI60/MOM0/MACD0/BOP0.05/ADX40/,1,1,0,1,0.6667,0,0.6111,1
RSI60/MOM0/MACD0/BOP0.05/ADX45/,1,1,0,1,0.6667,0,0.6111,1
RSI60/MOM0/MACD0/BOP0.05/ADX50/,1,1,0,1,0.6667,0,0.6111,1.33
RSI60/MOM0/MACD0/BOP0.03/,1,1,0,1,0.3333,0,0.5556,1.17
RSI60/MACD0/BOP0.05/ADX30/,1,0.75,0,0.375,0.75,0,0.4792,3.67
RSI60/MACD0/BOP0.05/ADX35/,1,0.75,0,0.3,0.8462,0,0.4827,4.5
RSI60/MACD0/BOP0.05/ADX40/,1,0.8,0,0.2727,0.8,0,0.4788,5
RSI60/MACD0/BOP0.05/ADX45/,1,0.8,0,0.2727,0.8,0,0.4788,5
RSI60/MACD0/BOP0.05/ADX50/,1,0.8333,0,0.2727,0.8,0,0.4843,5.33
RSI60/MACD0/BOP0.03/,1,0.7143,0,0.2727,0.75,0,0.4562,5.33
RSI60/MOM0/BOP0.05/ADX30/,0.5,0,0,0.6667,0.5,0,0.2778,0.83
RSI60/MOM0/BOP0.05/ADX35/,0.5,0.5,0,0.5,0.3333,0,0.3056,1.17
RSI60/MOM0/BOP0.05/ADX40/,0.5,0.6667,0,0.5,0.375,0,0.3403,1.5
RSI60/MOM0/BOP0.05/ADX45/,0.5,0.6667,0,0.6,0.3333,0,0.35,1.67
RSI60/MOM0/BOP0.05/ADX50/,0.6,0.6,0,0.625,0.3333,0,0.3597,2.33
RSI60/MOM0/BOP0.03/,0.6,0.6,0,0.625,0.2222,0,0.3412,2.17
RSI60/BOP0.05/ADX30/,0.7,0.5556,1,0.4706,0.6667,0,0.5655,7
RSI60/BOP0.05/ADX35/,0.7,0.6364,1,0.4091,0.6333,0,0.5631,8.33
RSI60/BOP0.05/ADX40/,0.7143,0.6667,1,0.3913,0.6286,0,0.5668,9.17
RSI60/BOP0.05/ADX45/,0.7143,0.6923,1,0.4167,0.6111,0,0.5724,9.5
RSI60/BOP0.05/ADX50/,0.7273,0.6875,1,0.4286,0.6111,0,0.5758,10.33
RSI60/BOP0.03/,0.7273,0.6471,1,0.4138,0.5946,0.25,0.6055,10.5
RSI60/MOM0/MACD0/ADX30/,1,0,0,1,1,0,0.5,0.67
RSI60/MOM0/MACD0/ADX35/,1,0,0,1,1,0,0.5,0.83
RSI60/MOM0/MACD0/ADX40/,1,1,0,1,0.6667,0,0.6111,1
RSI60/MOM0/MACD0/ADX45/,1,1,0,1,0.6667,0,0.6111,1
RSI60/MOM0/MACD0/ADX50/,1,1,0,1,0.6667,0,0.6111,1.33
RSI60/MACD0/ADX30/,0.8333,0.6,0,0.4167,0.75,0,0.4333,4
RSI60/MACD0/ADX35/,0.8333,0.6,0,0.3571,0.8462,0,0.4394,4.83
RSI60/MACD0/ADX40/,0.8462,0.6667,0,0.3333,0.8,0,0.441,5.33
RSI60/MACD0/ADX45/,0.8462,0.6667,0,0.3333,0.8,0,0.441,5.33
RSI60/MACD0/ADX50/,0.8571,0.7143,0,0.3333,0.8,0,0.4508,5.67
RSI60/MOM0/ADX30/,0.5,0,0,0.75,0.5,0,0.2917,1
RSI60/MOM0/ADX35/,0.5,0.5,0,0.6,0.3333,0,0.3222,1.33
RSI60/MOM0/ADX40/,0.5,0.75,0,0.6,0.375,0,0.3708,1.83
RSI60/MOM0/ADX45/,0.5,0.75,0,0.6667,0.3333,0,0.375,2
RSI60/MOM0/ADX50/,0.6,0.6667,0,0.6667,0.3333,0,0.3778,2.67
RSI60/MOM0/MACD0/BOP0.05/,1,1,0,1,0.5,0,0.5833,1.33
RSI60/MACD0/BOP0.05/,1,0.7143,0,0.2727,0.7647,0,0.4586,5.5
RSI60/MOM0/BOP0.05/,0.6,0.6,0,0.625,0.3,0,0.3542,2.33
RSI60/BOP0.05/,0.7273,0.6471,1,0.4,0.6053,0.25,0.605,10.67
RSI60/MOM0/MACD0/,1,1,0,1,0.5,0,0.5833,1.33
RSI60/MACD0/,0.8571,0.625,0,0.3333,0.7647,0,0.43,5.83
RSI60/MOM0/,0.6,0.6667,0,0.6667,0.3,0,0.3722,2.67
RSI40/MOM0/MACD0/BOP0.03/ADX25/,1,0,1,0,0.3333,0,0.3889,1
RSI40/MOM0/MACD0/BOP0.03/ADX30/,1,0.5,1,0,0.6,0.5,0.6,2.33
RSI40/MOM0/MACD0/BOP0.03/ADX35/,1,0.5,1,0,0.5833,0.5,0.5972,2.67
RSI40/MOM0/MACD0/BOP0.03/ADX40/,1,0.5,1,0.5,0.6154,0.5,0.6859,3.17
RSI40/MOM0/MACD0/BOP0.03/ADX45/,1,0.5,1,0.5,0.6154,0.5,0.6859,3.17
RSI40/MOM0/MACD0/BOP0.03/ADX50/,1,0.5,1,0.5,0.6154,0.5,0.6859,3.17
RSI40/MOM0/MACD0/BOP0.01/,1,0.6667,1,0.5,0.5,0.5,0.6945,3.83
