Test Name, Success%, Total, Success 
MOM0/ADX40/,0.46,50,23
MOM0/ADX45/,0.5172,58,30
MOM0/ADX50/,0.5238,63,33
ADX40/,0.4789,190,91
ADX45/,0.5023,217,109
ADX50/,0.5087,230,117
MOM0/,0.5147,68,35
RSI60/ADX25/,0.3158,38,12
RSI60/ADX30/,0.3396,53,18
RSI60/ADX35/,0.3333,60,20
RSI60/ADX40/,0.3485,66,23
RSI60/ADX45/,0.3582,67,24
RSI60/ADX50/,0.3714,70,26
RSI60/MACD0/ADX25/,0.6,5,3
RSI60/MACD0/ADX30/,0.6,5,3
RSI60/MACD0/ADX35/,0.6,5,3
RSI60/MACD0/ADX40/,0.6667,6,4
RSI60/MACD0/ADX45/,0.6667,6,4
RSI60/MACD0/ADX50/,0.7143,7,5
RSI55/MACD0/ADX25/,0.2857,7,2
RSI55/MACD0/ADX30/,0.2727,11,3
RSI55/MACD0/ADX35/,0.3571,14,5
RSI55/MACD0/ADX40/,0.3571,14,5
RSI55/MACD0/ADX45/,0.3571,14,5
RSI55/MACD0/ADX50/,0.3571,14,5
RSI60/,0.375,104,39
MACD0/ADX25/,0.2609,23,6
MACD0/ADX30/,0.3143,35,11
MACD0/ADX35/,0.3415,41,14
MACD0/ADX40/,0.3636,44,16
MACD0/ADX45/,0.4043,47,19
MACD0/ADX50/,0.4286,49,21
RSI55/ADX25/,0.2143,28,6
RSI55/ADX30/,0.2683,41,11
RSI55/ADX35/,0.2857,49,14
RSI55/ADX40/,0.2941,51,15
RSI55/ADX45/,0.3208,53,17
RSI55/ADX50/,0.3333,54,18
ADX25/,0.3295,88,29
ADX30/,0.3864,132,51
ADX35/,0.4331,157,68
RSI60/MACD0/,0.625,8,5
RSI55/MACD0/,0.3333,15,5
MACD0/,0.4038,52,21
RSI55/,0.3418,79,27
MOM0/BOP0.05/BBANDS0.07/ADX45/,0.7,20,14
MOM0/BOP0.05/BBANDS0.07/ADX50/,0.7143,21,15
MOM0/BOP0.03/,0.5,48,24
MOM0/BOP0.01/,0.5,48,24
MOM0/BOP-0.01/,0.4894,47,23
MOM0/BOP-0.03/,0.5,46,23
MOM0/BOP-0.05/,0.5,46,23
BOP0.05/BBANDS0.07/ADX45/,0.6538,26,17
BOP0.05/BBANDS0.07/ADX50/,0.6429,28,18
BOP0.03/,0.4776,67,32
BOP0.01/,0.4848,66,32
BOP-0.01/,0.4769,65,31
BOP-0.03/,0.4918,61,30
BOP-0.05/,0.4833,60,29
MOM0/BBANDS0.07/ADX45/,0.6207,29,18
MOM0/BBANDS0.07/ADX50/,0.6452,31,20
BBANDS0.07/ADX45/,0.5,54,27
BBANDS0.07/ADX50/,0.5085,59,30
MOM0/BOP0.05/ADX45/,0.5238,42,22
MOM0/BOP0.05/ADX50/,0.5217,46,24
BOP0.05/ADX45/,0.5,58,29
BOP0.05/ADX50/,0.5,64,32
MOM0/BOP0.05/BBANDS0.07/,0.6818,22,15
BOP0.05/BBANDS0.07/,0.6,30,18
MOM0/BBANDS0.07/,0.6176,34,21
BBANDS0.07/,0.4848,66,32
MOM0/BOP0.05/,0.5102,49,25
BOP0.05/,0.4857,70,34
BBANDS0.07/ADX30/,0.3636,33,12
BBANDS0.07/ADX35/,0.4359,39,17
BBANDS0.07/ADX40/,0.4792,48,23
BBANDS0.06/,0.5102,49,25
RSI60/BBANDS0.07/ADX20/,0.3333,9,3
RSI60/BBANDS0.07/ADX25/,0.2143,14,3
RSI60/BBANDS0.07/ADX30/,0.1765,17,3
RSI60/BBANDS0.07/ADX35/,0.2222,18,4
RSI60/BBANDS0.07/ADX40/,0.25,20,5
RSI60/BBANDS0.07/ADX45/,0.25,20,5
RSI60/BBANDS0.07/ADX50/,0.2857,21,6
RSI60/BBANDS0.06/,0.3125,16,5
