Test Name, Success%, Total, Success 
BBANDS0.06/,0.5254,59,31
BBANDS0.05/,0.4634,41,19
BBANDS0.07/,0.519,79,41
RSI60/ADX20/,0.3636,22,8
RSI60/ADX25/,0.4118,34,14
RSI60/ADX30/,0.4348,46,20
RSI60/ADX35/,0.4444,54,24
RSI60/ADX40/,0.431,58,25
RSI60/ADX45/,0.4333,60,26
RSI60/ADX50/,0.4375,64,28
ADX20/,0.4,40,16
ADX25/,0.4478,67,30
ADX30/,0.4632,95,44
ADX35/,0.4553,123,56
ADX40/,0.4702,151,71
ADX45/,0.4847,163,79
ADX50/,0.4972,177,88
RSI60/,0.4286,98,42
RSI45/MOM0/MACD0/BOP0.03/ADX35/,0.25,4,1
RSI45/MOM0/MACD0/BOP0.03/ADX40/,0.25,4,1
RSI45/MOM0/MACD0/BOP0.03/ADX45/,0.25,4,1
RSI45/MOM0/MACD0/BOP0.03/ADX50/,0.25,4,1
RSI45/MOM0/MACD0/BOP0.01/,0.2,5,1
RSI45/MOM0/MACD0/BOP-0.01/,0.2,5,1
RSI45/MOM0/MACD0/BOP-0.03/,0.2,5,1
RSI45/MOM0/MACD0/BOP-0.05/,0.2,5,1
RSI45/MOM0/MACD-1/,0.5,2,1
RSI50/,0.4865,37,18
RSI55/,0.4717,53,25
MOM0/MACD0/BOP0.03/ADX35/,0.5,10,5
MOM0/MACD0/BOP0.03/ADX40/,0.5714,14,8
MOM0/MACD0/BOP0.03/ADX45/,0.5714,14,8
MOM0/MACD0/BOP0.03/ADX50/,0.5714,14,8
MOM0/MACD0/BOP0.01/,0.5217,23,12
MOM0/MACD0/BOP-0.01/,0.5455,22,12
MOM0/MACD0/BOP-0.03/,0.5455,22,12
MOM0/MACD0/BOP-0.05/,0.5714,21,12
MOM0/MACD-1/,0.6667,3,2
RSI45/MACD0/BOP0.03/ADX35/,0.1667,6,1
RSI45/MACD0/BOP0.03/ADX40/,0.1429,7,1
RSI45/MACD0/BOP0.03/ADX45/,0.1429,7,1
RSI45/MACD0/BOP0.03/ADX50/,0.1429,7,1
RSI45/MACD0/BOP0.01/,0.1111,9,1
RSI45/MACD0/BOP-0.01/,0.1111,9,1
RSI45/MACD0/BOP-0.03/,0.125,8,1
RSI45/MACD0/BOP-0.05/,0.125,8,1
RSI45/MACD-1/,0.3333,3,1
MACD0/BOP0.03/ADX35/,0.3333,15,5
MACD0/BOP0.03/ADX40/,0.381,21,8
MACD0/BOP0.03/ADX45/,0.381,21,8
MACD0/BOP0.03/ADX50/,0.381,21,8
MACD0/BOP0.01/,0.35,40,14
MACD0/BOP-0.01/,0.359,39,14
MACD0/BOP-0.03/,0.3889,36,14
MACD0/BOP-0.05/,0.4118,34,14
MACD-1/,0.5,4,2
RSI45/MOM0/BOP0.03/ADX35/,0.25,4,1
RSI45/MOM0/BOP0.03/ADX40/,0.25,4,1
RSI45/MOM0/BOP0.03/ADX45/,0.25,4,1
RSI45/MOM0/BOP0.03/ADX50/,0.25,4,1
RSI45/MOM0/BOP0.01/,0.2,5,1
RSI45/MOM0/BOP-0.01/,0.2,5,1
RSI45/MOM0/BOP-0.03/,0.2,5,1
RSI45/MOM0/BOP-0.05/,0.2,5,1
MOM0/BOP0.03/ADX35/,0.5,12,6
MOM0/BOP0.03/ADX40/,0.6111,18,11
MOM0/BOP0.03/ADX45/,0.65,20,13
MOM0/BOP0.03/ADX50/,0.6667,21,14
MOM0/BOP0.01/,0.6,40,24
MOM0/BOP-0.01/,0.6053,38,23
MOM0/BOP-0.03/,0.5946,37,22
