TestName, AverageSymbols, AverageGain, December17, Feburary18, Janurary18, March18, November17, October17, September17, SuccessPercent
RSI35/MOM0/MACD3/ADX50/, 1.43, 0.8654, 1, 1, 0.3333, 0.6667,, 1, 1, 0.714285714285714
RSI35/MACD3/ADX40/, 1.86, 0.8684, 1, 1, 0.3333, 1,, 1, 1, 0.7619
RSI35/MACD3/ADX45/, 1.86, 0.8587, 1, 1, 0.25, 0.6667,, 1, 1, 0.702385714285714
RSI35/MACD3/ADX50/, 1.86, 0.8587, 1, 1, 0.25, 0.6667,, 1, 1, 0.702385714285714
RSI35/MOM0/ADX40/, 1.43, 0.8675, 1, 1, 0.3333, 1,, 1, 1, 0.7619
RSI35/MOM0/ADX45/, 1.43, 0.8654, 1, 1, 0.3333, 0.6667,, 1, 1, 0.714285714285714
RSI35/MOM0/ADX50/, 1.43, 0.8654, 1, 1, 0.3333, 0.6667,, 1, 1, 0.714285714285714
RSI35/ADX40/, 2.14, 0.8673, 1, 1, 0.3333, 1,, 0.75, 1, 0.726185714285714
RSI35/ADX45/, 2.43, 0.8584, 1, 1, 0.25, 0.6,, 0.75, 1, 0.657142857142857
RSI35/ADX50/, 2.71, 0.8722, 1, 1, 0.25, 0.6667,, 0.8, 1, 0.673814285714286
RSI35/MOM0/MACD3/BOP0.07/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MACD3/BOP0.07/, 2, 0.8579, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MOM0/BOP0.07/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/BOP0.07/, 2, 0.8579, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MOM0/MACD3/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/MACD3/, 2.14, 0.8575, 1, 0.6667, 0.25, 0.75,, 1, 1, 0.666671428571429
RSI35/MOM0/, 1.57, 0.8647, 1, 0.6667, 0.3333, 0.75,, 1, 1, 0.678571428571429
RSI35/, 3.43, 0.8744, 0.8, 0.6667, 0.5, 0.7143,, 0.8, 1, 0.640142857142857
RSI50/MACD2/BBANDS0.07/ADX25/, 0.29, 0.2846, 1,,,,, 0.3333,, 0.190471428571429
RSI50/MACD2/BBANDS0.07/ADX30/, 0.29, 0.4235, 1,, 0,,, 0.3333,, 0.190471428571429
RSI50/MACD2/BBANDS0.07/ADX35/, 0.43, 0.5769, 1,, 0,,, 0.3333, 1, 0.333328571428571
RSI50/MACD2/BBANDS0.07/ADX40/, 0.71, 0.5815, 1,, 0.5,,, 0.3333, 1, 0.404757142857143
RSI50/MACD2/BBANDS0.07/ADX45/, 0.71, 0.5815, 1,, 0.5,,, 0.3333, 1, 0.404757142857143
RSI50/MACD2/BBANDS0.07/ADX50/, 0.71, 0.5815, 1,, 0.5,,, 0.3333, 1, 0.404757142857143
RSI50/MACD2/BBANDS0.06/, 0.71, 0.5815, 1,, 0.5,,, 0.3333, 1, 0.404757142857143
RSI45/MACD2/BBANDS0.07/ADX25/, 0.29, 0.2985, 1,, 1,,,,, 0.285714285714286
RSI45/MACD2/BBANDS0.07/ADX30/, 0.43, 0.4435, 1,, 1,,, 1,, 0.428571428571429
RSI45/MACD2/BBANDS0.07/ADX35/, 0.43, 0.438, 1,, 0.5,,, 1,, 0.357142857142857
RSI45/MACD2/BBANDS0.07/ADX40/, 0.43, 0.438, 1,, 0.5,,, 1,, 0.357142857142857
RSI45/MACD2/BBANDS0.07/ADX45/, 0.43, 0.438, 1,, 0.5,,, 1,, 0.357142857142857
RSI45/MACD2/BBANDS0.07/ADX50/, 0.43, 0.438, 1,, 0.5,,, 1,, 0.357142857142857
RSI45/MACD2/BBANDS0.06/, 0.43, 0.438, 1,, 0.5,,, 1,, 0.357142857142857
RSI55/BBANDS0.07/ADX25/, 4.14, 0.8852, 1, 1, 0.375, 1,, 0.5, 0.875, 0.678571428571429
RSI55/BBANDS0.07/ADX30/, 5.57, 0.8851, 0.8889, 1, 0.5333, 0.8571,, 0.5385, 0.8182, 0.662285714285714
RSI55/BBANDS0.07/ADX35/, 6.71, 0.8889, 0.8, 1, 0.5789, 0.8889,, 0.6, 0.8333, 0.671585714285714
RSI55/BBANDS0.07/ADX40/, 7.29, 0.8891, 0.8, 1, 0.6364, 0.8889,, 0.6, 0.7857, 0.673
RSI45/MACD3/BBANDS0.07/ADX25/, 1.57, 0.7256, 1,, 0.7143, 1,, 0.3333, 1, 0.578228571428571
RSI45/MACD3/BBANDS0.07/ADX30/, 2.29, 0.7237, 0.6667,, 0.625, 1,, 0.5, 1, 0.541671428571429
RSI45/MACD3/BBANDS0.07/ADX35/, 2.29, 0.7224, 0.6667,, 0.5, 1,, 0.5, 1, 0.523814285714286
RSI45/MACD3/BBANDS0.07/ADX40/, 2.71, 0.7158, 0.6667,, 0.5455, 1,, 0.4, 1, 0.516028571428571
RSI45/MACD3/BBANDS0.07/ADX45/, 2.86, 0.7144, 0.6667,, 0.5455, 1,, 0.4, 1, 0.516028571428571
RSI45/MACD3/BBANDS0.07/ADX50/, 2.86, 0.7144, 0.6667,, 0.5455, 1,, 0.4, 1, 0.516028571428571
RSI45/MACD3/BBANDS0.06/, 1.86, 0.7147, 0.6667,, 0.375, 1,, 0.3333, 1, 0.482142857142857
RSI45/BBANDS0.07/ADX25/, 1.57, 0.7256, 1,, 0.7143, 1,, 0.3333, 1, 0.578228571428571
RSI45/BBANDS0.07/ADX30/, 2.29, 0.7237, 0.6667,, 0.625, 1,, 0.5, 1, 0.541671428571429
RSI45/BBANDS0.07/ADX35/, 2.29, 0.7224, 0.6667,, 0.5, 1,, 0.5, 1, 0.523814285714286
RSI45/BBANDS0.07/ADX40/, 2.71, 0.7158, 0.6667,, 0.5455, 1,, 0.4, 1, 0.516028571428571
RSI45/BBANDS0.07/ADX45/, 2.86, 0.7144, 0.6667,, 0.5455, 1,, 0.4, 1, 0.516028571428571
RSI45/BBANDS0.07/ADX50/, 2.86, 0.7144, 0.6667,, 0.5455, 1,, 0.4, 1, 0.516028571428571
RSI45/BBANDS0.06/, 1.86, 0.7147, 0.6667,, 0.375, 1,, 0.3333, 1, 0.482142857142857
RSI50/MACD2/BBANDS0.07/, 0.71, 0.5815, 1,, 0.5,,, 0.3333, 1, 0.404757142857143
RSI45/MACD2/BBANDS0.07/, 0.43, 0.438, 1,, 0.5,,, 1,, 0.357142857142857
RSI45/MACD3/BBANDS0.07/, 2.86, 0.7144, 0.6667,, 0.5455, 1,, 0.4, 1, 0.516028571428571
RSI45/BBANDS0.07/, 2.86, 0.7144, 0.6667,, 0.5455, 1,, 0.4, 1, 0.516028571428571
RSI45/MOM0/MACD3/BOP0.05/ADX25/, 1.29, 0.8521, 0, 0.5, 0.8, 0,, 0.25, 1, 0.364285714285714
RSI45/MOM0/MACD3/BOP0.05/ADX30/, 1.43, 0.9837, 0, 0.5, 0.8, 0, 1, 0.2, 1, 0.5
RSI45/MOM0/BOP0.05/ADX25/, 1.29, 0.8521, 0, 0.5, 0.8, 0,, 0.25, 1, 0.364285714285714
RSI45/MOM0/BOP0.05/ADX30/, 1.43, 0.9837, 0, 0.5, 0.8, 0, 1, 0.2, 1, 0.5
RSI45/MOM0/MACD2/ADX25/, 1.43, 0.8597, 0.5, 0.5, 0.8, 0,, 0.25, 1, 0.435714285714286
RSI45/MOM0/MACD2/ADX30/, 1.57, 0.9928, 0.3333, 0.5, 0.8, 0, 1, 0.2, 1, 0.547614285714286
RSI45/MOM0/MACD3/BOP0.07/ADX25/, 2.57, 0.8611, 0.5, 0.5, 0.8889, 0.5,, 0.2857, 1, 0.524942857142857
RSI45/MOM0/MACD3/BOP0.07/ADX30/, 3.14, 0.9904, 0.3333, 0.5, 0.8, 0.3333, 1, 0.25, 1, 0.602371428571429
RSI45/MOM0/BOP0.07/ADX25/, 2.57, 0.8611, 0.5, 0.5, 0.8889, 0.5,, 0.2857, 1, 0.524942857142857
RSI45/MOM0/BOP0.07/ADX30/, 3.14, 0.9904, 0.3333, 0.5, 0.8, 0.3333, 1, 0.25, 1, 0.602371428571429
RSI45/MOM0/MACD3/ADX25/, 2.71, 0.8643, 0.6667, 0.5, 0.8889, 0.5,, 0.2857, 1, 0.548757142857143
RSI45/MOM0/MACD3/ADX30/, 3.29, 0.9953, 0.5, 0.5, 0.8, 0.3333, 1, 0.25, 1, 0.626185714285714
RSI45/MOM0/ADX25/, 2.71, 0.8643, 0.6667, 0.5, 0.8889, 0.5,, 0.2857, 1, 0.548757142857143
RSI45/MOM0/ADX30/, 3.29, 0.9953, 0.5, 0.5, 0.8, 0.3333, 1, 0.25, 1, 0.626185714285714
RSI45/MOM0/MACD1/ADX25/, 0.14, 0.1468, 1,,,,,,, 0.142857142857143
RSI45/MOM0/MACD1/ADX30/, 0.14, 0.1468, 1,,,,,,, 0.142857142857143
RSI45/MOM0/MACD1/ADX35/, 0.14, 0.1468, 1,,,,,,, 0.142857142857143
RSI45/MOM0/MACD1/ADX40/, 0.14, 0.1468, 1,,,,,,, 0.142857142857143
RSI45/MOM0/MACD1/ADX45/, 0.14, 0.1468, 1,,,,,,, 0.142857142857143
RSI45/MOM0/MACD1/ADX50/, 0.14, 0.1468, 1,,,,,,, 0.142857142857143
MOM0/MACD1/ADX25/, 0.57, 0.4215, 1,, 0.6667,,, 0,, 0.2381
MOM0/MACD1/ADX30/, 0.86, 0.4357, 1,, 0.6667,,, 0,, 0.2381
MOM0/MACD1/ADX35/, 1, 0.596, 1, 1, 0.6667,,, 0,, 0.380957142857143
MOM0/MACD1/ADX40/, 1.14, 0.7089, 1, 0.3333, 0.6667,, 1, 0,, 0.428571428571429
MOM0/MACD1/ADX45/, 1.29, 0.7147, 1, 0.3333, 0.6667,, 1, 0.25,, 0.464285714285714
MOM0/MACD1/ADX50/, 1.29, 0.8182, 1, 0.3333, 0.6667,, 1, 0.25, 0, 0.464285714285714
RSI45/MACD1/ADX25/, 0.29, 0.2756, 1,,,,, 0,, 0.142857142857143
RSI45/MACD1/ADX30/, 0.29, 0.2756, 1,,,,, 0,, 0.142857142857143
RSI45/MACD1/ADX35/, 0.43, 0.4212, 1,, 1,,, 0,, 0.285714285714286
RSI45/MACD1/ADX40/, 0.57, 0.5751, 1,, 1,,, 0, 1, 0.428571428571429
RSI45/MACD1/ADX45/, 0.57, 0.5751, 1,, 1,,, 0, 1, 0.428571428571429
RSI45/MACD1/ADX50/, 0.57, 0.5751, 1,, 1,,, 0, 1, 0.428571428571429
MOM0/MACD3/BOP0.07/BBANDS0.03/, 2.57, 0.7278, 1,, 0.75, 1,, 1, 1, 0.678571428571429
MOM0/MACD3/BOP0.07/BBANDS0.02/, 1, 0.7196, 1,, 1, 1,, 1, 1, 0.714285714285714
MOM0/BOP0.07/BBANDS0.03/, 2.71, 0.7273, 1,, 0.75, 1,, 1, 1, 0.678571428571429
MOM0/BOP0.07/BBANDS0.02/, 1, 0.7196, 1,, 1, 1,, 1, 1, 0.714285714285714
MOM0/MACD3/BBANDS0.03/, 3.29, 0.8596, 0.8333,, 0.75, 1, 0, 0.8889, 1, 0.638885714285714
MOM0/MACD3/BBANDS0.02/, 1.14, 0.8473, 0.5,, 1, 1, 0, 0.6667, 1, 0.595242857142857
MOM0/BBANDS0.03/, 3.43, 0.8591, 0.8333,, 0.75, 1, 0, 0.8889, 1, 0.638885714285714
MOM0/BBANDS0.02/, 1.14, 0.8473, 0.5,, 1, 1, 0, 0.6667, 1, 0.595242857142857
RSI50/MOM0/MACD3/BOP0.07/BBANDS0.03/, 0.57, 0.4332, 1,, 1,,,, 1, 0.428571428571429
RSI50/MOM0/BOP0.07/BBANDS0.03/, 0.57, 0.4332, 1,, 1,,,, 1, 0.428571428571429
RSI50/MOM0/MACD3/BBANDS0.03/, 0.71, 0.5696, 1,, 1,,, 0.5, 1, 0.5
RSI50/MOM0/BBANDS0.03/, 0.71, 0.5696, 1,, 1,,, 0.5, 1, 0.5
RSI30/MOM0/MACD3/BOP0.03/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/MACD3/BOP0.01/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/MACD3/BOP-0.01/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/MACD3/BOP-0.03/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/MACD3/BOP-0.05/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/MACD3/BOP-0.07/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/MACD2/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/MACD1/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/MACD0/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MACD3/BOP0.03/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MACD3/BOP0.01/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MACD3/BOP-0.01/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MACD3/BOP-0.03/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MACD3/BOP-0.05/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MACD3/BOP-0.07/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MACD2/, 1.43, 0.7542, 0.5,, 1, 0.6667,, 0.6667, 1, 0.547628571428571
RSI30/MACD1/, 1.43, 0.7542, 0.5,, 1, 0.6667,, 0.6667, 1, 0.547628571428571
RSI30/MACD0/, 1.43, 0.7542, 0.5,, 1, 0.6667,, 0.6667, 1, 0.547628571428571
RSI30/MOM0/BOP0.03/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/BOP0.01/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/BOP-0.01/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/BOP-0.03/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/BOP-0.05/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/BOP-0.07/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/BOP0.03/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/BOP0.01/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/BOP-0.01/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/BOP-0.03/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/BOP-0.05/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/BOP-0.07/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/MACD3/BOP0.05/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MACD3/BOP0.05/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/BOP0.05/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/BOP0.05/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/MACD3/BOP0.07/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MACD3/BOP0.07/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/BOP0.07/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/BOP0.07/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MOM0/MACD3/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/MACD3/, 1.43, 0.7542, 0.5,, 1, 0.6667,, 0.6667, 1, 0.547628571428571
RSI30/MOM0/, 1.29, 0.7484, 0,, 1, 0.6667,, 0.6667, 1, 0.4762
RSI30/, 1.43, 0.7542, 0.5,, 1, 0.6667,, 0.6667, 1, 0.547628571428571
MACD3/BOP0.05/ADX20/, 5.86, 1.0184, 0.6667, 0.6667, 0.5714, 0.75, 1, 0.1667, 0.95, 0.681642857142857
BOP0.05/ADX20/, 5.86, 1.0184, 0.6667, 0.6667, 0.5714, 0.75, 1, 0.1667, 0.95, 0.681642857142857
RSI60/MOM0/MACD2/BBANDS0.07/ADX30/, 0.14, 0.1474, 1,,,,,,, 0.142857142857143
RSI60/MOM0/MACD2/BBANDS0.07/ADX35/, 0.14, 0.1474, 1,,,,,,, 0.142857142857143
RSI60/MOM0/MACD2/BBANDS0.07/ADX40/, 0.29, 0.2933, 1,,,,, 1,, 0.285714285714286
RSI60/MOM0/MACD2/BBANDS0.07/ADX45/, 0.29, 0.2933, 1,,,,, 1,, 0.285714285714286
RSI60/MOM0/MACD2/BBANDS0.07/ADX50/, 0.29, 0.2933, 1,,,,, 1,, 0.285714285714286
RSI60/MOM0/MACD2/BBANDS0.06/, 0.29, 0.2933, 1,,,,, 1,, 0.285714285714286
RSI60/MOM0/MACD2/BBANDS0.05/, 0.29, 0.2933, 1,,,,, 1,, 0.285714285714286
RSI60/MOM0/MACD2/BBANDS0.04/, 0.29, 0.2933, 1,,,,, 1,, 0.285714285714286
MOM0/MACD2/BBANDS0.07/ADX30/, 0.57, 0.284, 1,,,,, 0.2,, 0.171428571428571
MOM0/MACD2/BBANDS0.07/ADX35/, 0.86, 0.4412, 1,,,,, 0.2, 1, 0.314285714285714
MOM0/MACD2/BBANDS0.07/ADX40/, 1.29, 0.573, 0.8,, 0,,, 0.4286, 1, 0.318371428571429
MOM0/MACD2/BBANDS0.07/ADX45/, 1.57, 0.5751, 0.8,, 0,,, 0.5556, 1, 0.336514285714286
MOM0/MACD2/BBANDS0.07/ADX50/, 1.86, 0.5889, 0.8,, 0.5,,, 0.6, 1, 0.414285714285714
MOM0/MACD2/BBANDS0.06/, 2.14, 0.7233, 0.8,, 0.5,, 0, 0.6667, 1, 0.423814285714286
MOM0/MACD2/BBANDS0.05/, 1.57, 0.7269, 0.6667,, 0.5,, 0, 0.7778, 1, 0.420642857142857
MOM0/MACD2/BBANDS0.04/, 1.14, 0.4221, 0.5,,,, 0, 0.7778,, 0.182542857142857
RSI60/MACD2/BBANDS0.05/, 1.71, 0.7198, 0.3333,, 1, 1,, 1, 0.8333, 0.595228571428571
RSI60/MACD2/BBANDS0.04/, 1.43, 0.7231, 0.5,, 1, 1,, 1, 0.75, 0.607142857142857
RSI60/MOM0/MACD3/BBANDS0.07/ADX30/, 0.86, 0.5912, 1,, 0.5,,, 1, 1, 0.5
RSI60/MOM0/MACD3/BBANDS0.07/ADX35/, 1.29, 0.5966, 1,, 0.5,,, 1, 1, 0.5
RSI60/MOM0/MACD3/BBANDS0.07/ADX40/, 1.43, 0.595, 1,, 0.4,,, 1, 1, 0.485714285714286
RSI60/MOM0/MACD3/BBANDS0.07/ADX45/, 1.43, 0.595, 1,, 0.4,,, 1, 1, 0.485714285714286
RSI60/MOM0/MACD3/BBANDS0.07/ADX50/, 1.86, 0.5894, 0.8,, 0.4,,, 1, 1, 0.457142857142857
RSI60/MOM0/MACD3/BBANDS0.06/, 1.43, 0.5943, 0.75,, 0.5,,, 1, 1, 0.464285714285714
RSI60/MOM0/MACD3/BBANDS0.05/, 1.14, 0.5933, 0.6667,, 0.5,,, 1, 1, 0.452385714285714
RSI60/MOM0/MACD3/BBANDS0.04/, 0.71, 0.5846, 1,, 0,,, 1, 1, 0.428571428571429
RSI60/MACD3/BBANDS0.05/, 4, 1.0135, 0.375, 1, 0.5, 1, 1, 0.8571, 0.8889, 0.803
RSI60/MACD3/BBANDS0.04/, 2.71, 1.01, 0.6, 1, 0.25, 1, 1, 0.8333, 0.8333, 0.788085714285714
RSI60/MOM0/BBANDS0.07/ADX30/, 0.86, 0.5912, 1,, 0.5,,, 1, 1, 0.5
RSI60/MOM0/BBANDS0.07/ADX35/, 1.29, 0.5966, 1,, 0.5,,, 1, 1, 0.5
RSI60/MOM0/BBANDS0.07/ADX40/, 1.43, 0.595, 1,, 0.4,,, 1, 1, 0.485714285714286
RSI60/MOM0/BBANDS0.07/ADX45/, 1.43, 0.595, 1,, 0.4,,, 1, 1, 0.485714285714286
RSI60/MOM0/BBANDS0.07/ADX50/, 1.86, 0.5894, 0.8,, 0.4,,, 1, 1, 0.457142857142857
RSI60/MOM0/BBANDS0.06/, 1.43, 0.5943, 0.75,, 0.5,,, 1, 1, 0.464285714285714
RSI60/MOM0/BBANDS0.05/, 1.14, 0.5933, 0.6667,, 0.5,,, 1, 1, 0.452385714285714
RSI60/MOM0/BBANDS0.04/, 0.71, 0.5846, 1,, 0,,, 1, 1, 0.428571428571429
RSI60/BBANDS0.05/, 4.29, 1.0141, 0.375, 1, 0.5833, 1, 1, 0.8571, 0.8889, 0.8149
RSI60/BBANDS0.04/, 3, 1.0131, 0.6, 1, 0.5, 1, 1, 0.8333, 0.8333, 0.8238
RSI60/MOM0/MACD2/BBANDS0.07/, 0.29, 0.2933, 1,,,,, 1,, 0.285714285714286
MOM0/MACD2/BBANDS0.07/, 2.14, 0.7233, 0.8,, 0.5,, 0, 0.6667, 1, 0.423814285714286
RSI60/MOM0/MACD3/BBANDS0.07/, 1.86, 0.5894, 0.8,, 0.4,,, 1, 1, 0.457142857142857
RSI60/MOM0/BBANDS0.07/, 1.86, 0.5894, 0.8,, 0.4,,, 1, 1, 0.457142857142857
RSI50/MACD1/ADX45/, 2.29, 0.8996, 0.75, 1, 0.7143, 1,, 0.4444, 1, 0.701242857142857
RSI50/MACD1/ADX50/, 2.29, 0.8996, 0.75, 1, 0.7143, 1,, 0.4444, 1, 0.701242857142857
RSI45/MACD3/BOP0.07/BBANDS0.07/ADX30/, 1.86, 0.7181, 0.5,, 0.5714, 1,, 0.3333, 1, 0.486385714285714
RSI45/MACD3/BOP0.07/BBANDS0.07/ADX35/, 1.86, 0.7174, 0.5,, 0.5, 1,, 0.3333, 1, 0.476185714285714
RSI45/MACD3/BOP0.07/BBANDS0.07/ADX40/, 2.29, 0.7099, 0.5,, 0.5556, 1,, 0.25, 1, 0.472228571428571
RSI45/MACD3/BOP0.07/BBANDS0.07/ADX45/, 2.43, 0.7085, 0.5,, 0.5556, 1,, 0.25, 1, 0.472228571428571
RSI45/MACD3/BOP0.07/BBANDS0.07/ADX50/, 2.43, 0.7085, 0.5,, 0.5556, 1,, 0.25, 1, 0.472228571428571
RSI45/MACD3/BOP0.07/BBANDS0.06/, 1.43, 0.7048, 0.5,, 0.3333, 1,, 0, 1, 0.404757142857143
RSI45/MACD3/BOP0.07/BBANDS0.05/, 1.14, 0.7108, 0.5,, 0.25, 1,, 0, 1, 0.392857142857143
RSI40/MACD3/BOP0.07/BBANDS0.07/ADX30/, 0.86, 0.5723, 0,, 1, 1,, 1,, 0.428571428571429
RSI40/MACD3/BOP0.07/BBANDS0.07/ADX35/, 1, 0.7203, 0,, 1, 1,, 1, 1, 0.571428571428571
RSI40/MACD3/BOP0.07/BBANDS0.07/ADX40/, 1.43, 0.7336, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI40/MACD3/BOP0.07/BBANDS0.07/ADX45/, 1.43, 0.7336, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI40/MACD3/BOP0.07/BBANDS0.07/ADX50/, 1.43, 0.7336, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI40/MACD3/BOP0.07/BBANDS0.06/, 0.57, 0.429, 0,,, 1,, 1,, 0.285714285714286
RSI40/MACD3/BOP0.07/BBANDS0.05/, 0.29, 0.2848, 0,,, 1,,,, 0.142857142857143
RSI45/BOP0.07/BBANDS0.07/ADX30/, 1.86, 0.7181, 0.5,, 0.5714, 1,, 0.3333, 1, 0.486385714285714
RSI45/BOP0.07/BBANDS0.07/ADX35/, 1.86, 0.7174, 0.5,, 0.5, 1,, 0.3333, 1, 0.476185714285714
RSI45/BOP0.07/BBANDS0.07/ADX40/, 2.29, 0.7099, 0.5,, 0.5556, 1,, 0.25, 1, 0.472228571428571
RSI45/BOP0.07/BBANDS0.07/ADX45/, 2.43, 0.7085, 0.5,, 0.5556, 1,, 0.25, 1, 0.472228571428571
RSI45/BOP0.07/BBANDS0.07/ADX50/, 2.43, 0.7085, 0.5,, 0.5556, 1,, 0.25, 1, 0.472228571428571
RSI45/BOP0.07/BBANDS0.06/, 1.43, 0.7048, 0.5,, 0.3333, 1,, 0, 1, 0.404757142857143
RSI45/BOP0.07/BBANDS0.05/, 1.14, 0.7108, 0.5,, 0.25, 1,, 0, 1, 0.392857142857143
RSI40/BOP0.07/BBANDS0.07/ADX30/, 0.86, 0.5723, 0,, 1, 1,, 1,, 0.428571428571429
RSI40/BOP0.07/BBANDS0.07/ADX35/, 1, 0.7203, 0,, 1, 1,, 1, 1, 0.571428571428571
RSI40/BOP0.07/BBANDS0.07/ADX40/, 1.43, 0.7336, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI40/BOP0.07/BBANDS0.07/ADX45/, 1.43, 0.7336, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI40/BOP0.07/BBANDS0.07/ADX50/, 1.43, 0.7336, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI40/BOP0.07/BBANDS0.06/, 0.57, 0.429, 0,,, 1,, 1,, 0.285714285714286
RSI40/BOP0.07/BBANDS0.05/, 0.29, 0.2848, 0,,, 1,,,, 0.142857142857143
RSI45/MACD3/BBANDS0.05/, 1.43, 0.7171, 0.5,, 0.3333, 1,, 0.5, 1, 0.476185714285714
RSI40/MACD3/BBANDS0.07/ADX30/, 1.14, 0.574, 0,, 1, 1,, 1,, 0.428571428571429
RSI40/MACD3/BBANDS0.07/ADX35/, 1.29, 0.722, 0,, 1, 1,, 1, 1, 0.571428571428571
RSI40/MACD3/BBANDS0.07/ADX40/, 1.71, 0.7354, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI40/MACD3/BBANDS0.07/ADX45/, 1.71, 0.7354, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI40/MACD3/BBANDS0.07/ADX50/, 1.71, 0.7354, 0.5,, 1, 1,, 1, 1, 0.642857142857143
RSI40/MACD3/BBANDS0.06/, 0.86, 0.5787, 0,, 1, 1,, 1,, 0.428571428571429
RSI40/MACD3/BBANDS0.05/, 0.57, 0.5799, 0,, 1, 1,, 1,, 0.428571428571429
RSI45/BBANDS0.05/, 1.43, 0.7171, 0.5,, 0.3333, 1,, 0.5, 1, 0.476185714285714
RSI40/BBANDS0.07/ADX30/, 1.14, 0.574, 0,, 1, 1,, 1,, 0.428571428571429
RSI40/BBANDS0.07/ADX35/, 1.29, 0.722, 0,, 1, 1,, 1, 1, 0.571428571428571
RSI40/BBANDS0.07/ADX40/, 1.71, 0.7354, 0.5,, 1, 1,, 1, 1, 0.642857142857143
