Symbol,ADX,Bbands,BOP,MACD,MOM,RSI,Gain
STFC,22.3319,0.114342356,0.3411,0.2785,0.044834159,60.1015,0.967476636
SGY,50.308,0.24955265,0.6699,1.5907,0.115898142,74.8114,1.019270475
SYNL,21.6729,0.141456,0.4694,0.2569,0.0824,66.1516,1.133384734
TRHC,44.66,0.299588631,0.4874,2.1258,0.14644727,85.5871,1.075327511
TCMD,57.8059,0.24365105,-0.1833,-0.494,-0.16723748,54.8855,0.922660726
TCCO,76.6969,0.153233645,0.0952,-0.0928,0.041869159,53.9893,0.757009346
TRC,13.2933,0.085734597,0.58,0.2289,0.031469194,52.2965,0.878513146
TIER,17.4419,0.060911917,0.6071,0.2449,0.033678756,74.1684,1.00563236
BLD,56.5031,0.148841491,0.6474,1.6674,0.069357066,79.9766,1.01960484
TLP,11.6673,0.090643877,-0.7296,-0.2876,-0.032451417,43.4386,0.966078892
TRUE,34.3444,0.155858138,-0.4194,-0.6124,-0.114376187,40.4254,0.995697603
USCR,21.5957,0.222353866,-0.277,-0.6964,0.021100917,52.5856,1.047931714
VRTU,24.9516,0.099862361,0.3035,0.6363,0.050026469,71.7593,1.011485252
VPG,53.0067,0.156327869,0.8525,0.8128,0.070491803,85.6667,1.002016129
W,46.7561,0.251053412,-0.2116,-0.339,-0.15611276,46.5481,1.009518316
XHR,38.9609,0.083629454,0.603,0.3282,0.036769596,74.6605,1.029647059
ACTA,37.4676,0.312784314,0.7014,0.5185,0.160522876,71.0951,1.00974026
AGFS,36.9139,0.030241821,-0.2609,-0.0608,-0.012233286,51.8904,0.846262341
ALRM,50.0147,0.030664011,0.0609,0.6435,0.010092961,82.7943,0.994498402
AMRC,20.2767,0.120692308,0.6471,0.2091,0.065384615,70.1784,1
ASYS,73.2868,0.19884808,0.2547,0.3461,0.019699499,76.9192,1.152037618
ASV,65.5243,0.037121771,-0.0253,-0.0035,0.004674047,59.9062,0.970167064
AVT,32.803,0.088641221,0.3837,0.4931,0.032722646,53.7194,1.002988792
BCEI,33.0899,0.255416793,0.7887,1.3847,0.091967263,65.7709,1.004443128
CALA,28.1813,0.114425397,-0.3265,0.0723,0.013333333,56.2423,1.031446541
CEMI,15.0078,0.065193548,0.1818,-0.0064,0.024193548,51.0231,0.968
PLCE,19.8374,0.129389759,0.8667,2.8458,0.036309776,63.1573,0.931426167
CIVI,12.1878,0.052476965,-0.4375,0.1083,0.004878049,52.8672,0.956887755
CLR,32.6669,0.196083916,0.6581,1.3727,0.086661487,59.8828,1.056057866
CROX,67.2827,0.107670103,0.7653,0.1764,0.026185567,74.5568,1.089139344
CYRX,64.941,0.323837563,0.6724,0.6628,0.074517766,78.5144,0.794147326
DXC,40.3535,0.026981835,0.2708,0.3511,-0.007242664,73.0763,1.05925072
ELF,25.6513,0.19210643,0.4933,-0.3671,0.052416851,45.6276,0.971781305
ENV,30.4876,0.239819608,0.6599,2.0008,0.075882353,86.8562,1.028763183
XOG,41.606,0.243105913,0.7441,0.6833,0.110201429,62.5411,1.02946829
FUNC,40.8949,0.13384985,0.5806,0.1413,0.025225225,68.3946,1.041543027
LAND,40.7958,0.137782673,-0.1739,0.143,0.057562408,67.441,0.981765135
GLP,19.8251,0.05362069,0.1905,0.0566,0.017816092,47.6925,1.028735632
GWRS,20.3079,0.036369427,-0.2712,0.0171,-0.012101911,49.6893,0.990625
HWCC,18.7831,0.214971429,-0.48,-0.0696,-0.011428571,41.7901,1.009174312
HDSN,29.3955,0.309142125,-0.518,-0.2109,-0.139564661,42.0563,0.754740834
IHC,36.2336,0.264063366,0.6765,1.0611,0.114851485,77.8954,1.063159859
INO,23.1733,0.09126183,0.4086,0.1042,0.05615142,49.1217,0.899696049
ITCI,31.0801,0.464892269,-0.3331,0.4234,-0.180481622,52.6781,1.000633312
XON,22.5009,0.10999474,-0.2819,-0.2576,-0.03703314,40.6652,0.858018386
JNCE,26.5767,0.176277279,-0.4127,0.0992,-6.94E-19,49.4706,0.835915089
KREF,14.486,0.032205323,0.1552,0.1262,-0.006939163,47.5452,0.949302326
KELYA,25.95,0.2,0.8852,0.7807,0.10434436,72.5025,1.038656775
LYV,71.374,0.131173364,0.8954,1.0747,0.034213548,88.7415,1.015270708
MMAC,46.6485,0.018203593,0.6771,0.1304,0.001117764,73.7395,0.978486056
NCSM,23.6151,0.26179402,0.7351,0.7675,0.10141196,64.4842,0.90852649
NSTG,25.5703,0.054158416,0.4049,0.2081,-0.006806931,51.2152,0.615060241
NEN,17.5349,0.03592518,-0.5945,-0.2865,-0.008978417,46.6039,1.025
NXEO,31.093,0.047452055,0.3137,-0.0489,0.025753425,31.5381,1.025815217
ORM,18.1874,0.079527732,0.488,0.2577,0.043931906,69.937,0.976693767
PAAS,11.8705,0.157677419,-0.6314,-0.1865,-0.048504399,46.6846,0.95821242
PVAC,26.7489,0.059784892,0.5441,0.3383,0.012756378,52.2102,0.969451295
PICO,34.0606,0.032670659,0.625,0.0491,0.007185629,55.841,1.049450549
PUMP,16.9418,0.315958188,0.8314,0.5468,0.150243902,63.5668,1.038644068
QBAK,40.7245,0.34077266,-0.1991,-0.1819,-0.009806835,51.4425,1.023545706
QTM,30.4095,0.156633987,0.5405,0.0708,0.053921569,50.1647,0.861513688
REI,14.2612,0.224085576,0.8936,0.3108,0.085576259,66.2723,0.886441844
RST,23.0768,0.180274241,0.4948,0.14,0.092654261,55.0916,0.982692308
SJT,20.8943,0.286096939,0.5054,0.3085,0.098979592,62.1199,0.962406015
SGMO,65.2878,0.14,0.5769,0.6808,0.022,76.3279,0.778787879
SVRA,72.8492,0.703828877,0.8542,0.9317,0.118502674,75.9499,0.986243386
SBOW,36.0567,0.184276986,0.6408,0.3067,0.000162933,50.423,0.945692119
STN,28.3989,0.025218018,-0.12,0.263,-0.00972973,63.9742,1.028725314
SRT,37.8097,0.084204255,-0.0994,0.0096,0.071319149,55.3328,0.999168053
SFR,21.2165,0.065680506,-0.4189,-0.0483,0.000714875,57.2422,0.997562297
SSYS,14.0958,0.08683391,0.3004,0.0196,-0.038754325,48.3552,0.926989336
STRS,15.0881,0.052310231,0.4139,0.2148,0.03630363,59.1346,0.972312704
TPVG,16.7798,0.035656716,-0.0319,-0.037,0.016567164,51.6455,1.044709389
UG,44.4714,0.2004,0.573,0.5552,0.092271795,81.7563,0.930864198
WBT,28.7659,0.225336226,0.8333,0.8211,0.056399132,82.4527,0.946015424
WEN,30.9248,0.123271088,0.3258,0.075,0.013135866,54.7218,0.987096774
WRD,18.5193,0.258273273,0.7611,0.3834,0.121921922,61.7112,0.986415094
WWW,21.4355,0.113206239,0.8194,0.4493,0.057261698,69.8438,0.95845998
XOMA,65.1692,0.662839695,0.721,2.3526,0.05129771,95.2673,1.2195
ZG,24.4561,0.079895392,0.0984,-0.4371,-0.013399751,46.6593,1.021171837
ASIX,44.6965,0.26392956,0.9054,1.8893,0.109333333,77.622,1.121804149
AZPN,29.4852,0.024333705,-0.1804,0.6664,-0.022289444,62.5761,1.016731822
AUPH,39.852,0.120829346,-0.1328,-0.0155,-0.030940989,50.1592,0.886225773
BBX,39.6441,0.033514247,0.129,0.1268,-0.003256445,67.398,1.099730458
BXC,27.4348,0.060755082,0.4906,0.0267,-0.011035818,53.914,0.863330125
CMCT,47.3084,0.251071429,0.2307,0.2986,-0.111309524,51.9769,0.957142857
ABCD,40.6983,0.133122172,0.5862,0.2876,0.059125189,82.298,0.930722892
CRCM,23.4151,0.141913153,0.3239,0.0698,0.049465072,64.7429,0.950586782
GWGH,18.711,0.12877855,0.0673,-0.1345,-0.033306852,46.3801,1.024875622
ICHR,40.4113,0.219723881,0.7081,1.0978,0.047014925,70.0528,1.137165021
INVH,27.92,0.06815011,-0.4,-0.0048,0.00415011,57.4363,0.996086957
JAG,17.2196,0.203967789,0.3065,0.255,0.104538799,55.1629,1.025641026
KRP,33.464,0.042851711,-0.0294,-0.0569,-0.002408112,33.5059,1.067000626
MDGL,38.6623,0.992796799,0.86,5.642,0.460960427,95.7497,1.091226539
MFC,20.048,0.052952193,0.4574,0.119,0.013701331,64.6601,0.990220049
NVDA,42.764,0.142601108,0.3096,3.3967,0.016389775,69.9764,1.142378283
PFIN,29.7926,0.140137552,0.266,0.2694,0.039337001,60.8945,1.029913227
PCTY,20.807,0.065510037,-0.0784,0.0371,-0.007619828,62.8365,1.070228091
PBT,21.756,0.139885189,0.6236,0.0685,0.015384615,49.2517,1.063161512
PLXP,40.9951,0.091867517,-0.0862,-0.0064,-0.009920697,54.9407,1.092307692
RICK,50.6812,0.074157576,0.517,0.3547,0.030545455,66.8123,1.091266719
REPH,17.6365,0.247394209,0.7211,0.4188,0.136080178,71.3189,0.933618844
SBR,24.7827,0.056607843,0.2207,0.3761,0.038014706,62.7921,1.030778515
SMED,26.2538,0.081129707,-0.2264,-0.0026,-0.00251046,51.6022,0.852226721
SND,31.3694,0.275663717,0.3419,0.3144,0.109734513,42.9716,1.047687861
TTD,39.0842,0.185208909,0.7504,1.1617,-0.038887986,71.7197,1.070260914
TPB,40.8008,0.052623529,-0.0893,0.1992,0.007411765,60.2045,0.992663657
UPLD,42.6165,0.231928166,-0.3778,-0.6895,-0.0536862,47.1171,1.024152346
BPT,14.0312,0.14481069,0.963,0.4523,0.056570156,63.8642,0.857461024
ERF,24.8981,0.192178318,0.6899,0.2909,0.07254306,68.1093,0.948205128
FPH,48.6242,0.118519062,-0.4595,-0.1766,0.006451613,37.8367,0.951484432
ISRL,21.4359,0.11247931,0.0781,0.8299,0.09387931,54.2282,0.940115905
LIVE,18.2036,0.23833871,0.9442,0.2251,0.080322581,60.3743,1.058871627
MGEN,28.111,0.05431694,0.0899,-0.3321,-0.021420765,41.214,0.791977612
NODK,26.9215,0.130692737,0.7463,0.266,0.053296089,63.3382,0.993377483
NRE,19.0866,0.056674473,0.4691,0.0829,0.022794692,59.4361,1.038402458
RELV,53.815,0.196143498,-0.6713,-0.3281,-0.075635277,39.6841,0.848082596
CVV,18.456,0.026563636,-0.2375,-0.0219,-0.016909091,49.2519,1.08018018
CELP,35.4469,0.127331606,0.3945,0.1469,0.051787565,51.593,0.952116603
EXTR,50.7003,0.085063078,0.3578,0.3279,0.024053827,73.803,0.998356615
FRD,24.3508,0.11398374,0.4237,0.0896,0.026666667,61.6312,0.968094349
SELF,21.1885,0.02,0.0676,-0.0053,-0.011213251,47.4776,0.97107438
GECC,17.4989,0.086015326,-0.8494,-0.0889,-0.034099617,35.2715,0.96230916
PAR,56.5543,0.072624521,-0.2931,0.0054,-0.022988506,69.3199,1.027204503
PVG,21.9973,0.149978402,0.6324,0.1242,0.047084233,52.1206,1.195147679
ROSE,46.0216,0.448408262,0.4948,0.0561,0.10036452,57.7295,1.033755274
SNMP,32.6486,0.143733333,0.8621,0.0821,0.055022222,48.2082,0.995555556
CTRN,19.2384,0.134071465,0.7298,0.1268,0.035832914,54.1303,1.090818859
AMAT,28.4131,0.208135919,0.8205,1.0664,0.047072375,73.9836,1.076952309
MELR,53.0149,0.164213172,0.7667,0.3543,0.023529412,67.1516,0.953517588
MTR,22.9058,0.173987055,0.5227,0.6638,0.144983819,71.3896,0.905705202
BYSI,41.677,0.165044752,-0.3809,-0.366,-0.006373746,51.7667,0.954210526
PINC,37.3815,0.050776788,-0.4588,-0.3039,-0.018483267,39.413,1.021081577
ZAYO,26.3245,0.048959907,0.0952,0.1774,-0.015920976,59.0275,1.046327031
DAKT,22.895,0.146017029,0.7773,0.2361,0.061873226,75.1447,0.976613658
INTU,31.6865,0.049742507,0.0466,1.4955,0.009891656,61.4678,1.06071603
CRM,32.2336,0.045574823,-0.3813,0.0495,-0.034382359,58.8615,1.080240405
TOL,44.4053,0.082946708,0.6497,0.4591,0.022908126,71.7896,1.10533876
USAT,23.1578,0.217408,0.6723,0.158,0.1072,66.4705,1.004651163
KLXI,24.9978,0.196210089,0.6857,1.0961,0.099716607,61.3371,1.011935365
RGS,35.8823,0.137701472,0.5401,0.6385,0.080588648,75.4462,0.990215264
TLYS,17.6277,0.118782319,0.7438,0.3958,0.021851543,64.9006,0.995094031
ANF,27.4362,0.142354571,0.8,0.7646,0.030470914,67.6211,0.937162162
BHAC,64.8464,0.010922353,-0.9955,0.002,-0.00562434,50.6826,0.990498128
BURL,26.4944,0.116268594,0.8483,1.6039,0.040289126,63.942,1.012141511
DLTR,32.7377,0.088228519,0.9336,1.9605,0.021469707,73.9704,1.060860561
OSIS,35.4316,0.140669804,0.6895,2.1245,0.070022983,76.2678,0.970814799
OOMA,27.4048,0.118331754,0.5357,0.4034,0.079620853,63.5496,0.995283019
RAVN,27.9534,0.203851852,0.8431,0.2382,0.057716049,54.4104,1.022727273
ADI,37.8967,0.089014738,0.3487,1.177,0.027643031,64.3778,1.057277861
GSM,50.6133,0.143920973,-0.2642,-0.0038,-0.001671733,60.0335,1.195257503
FIVE,24.3658,0.171672741,0.8781,1.1744,0.070116618,69.6763,1.018060321
SMTC,23.5772,0.087749667,-0.1048,-0.2133,0.021571238,56.6171,1.082352941
WDAY,31.1832,0.070388082,-0.3371,-0.848,-0.04712022,59.6395,1.05649504
XCRA,23.103,0.022152284,0.1714,0.0556,0.000609137,61.0898,1.006091371
PANW,21.065,0.056868841,-0.0589,1.0895,-0.02166551,61.3929,1.027486462
