Symbol,ADX,Bbands,BOP,MACD,MOM,RSI,Gain
DIOD,36.2809,0.131259606,0.5148,0.5639,0.035816906,71.2221,1.135081967
EPC,11.9886,0.067417892,-0.6476,-0.4393,-0.019376117,44.7727,0.899863014
EGN,14.5637,0.116265545,0.5606,0.9699,0.044147769,59.1173,0.950090744
FSS,54.996,0.197171053,0.7404,0.635,0.079417293,82.0082,0.989824237
FNHC,28.2205,0.318975016,0.0129,0.0897,0.105317104,51.5399,1.004402516
GNK,36.7919,0.294926661,-0.7915,-0.1546,-0.121138913,49.4201,1.033219761
GDDY,56.1277,0.069547231,-0.4735,0.1112,-0.017926913,56.0536,1.064241046
GTN,16.9026,0.180942675,0.551,0.1726,0.07388535,64.038,0.966153846
GDOT,73.4166,0.070100847,0.3421,0.9446,0.032714804,82.989,1.126858276
GPOR,31.2506,0.218354254,0.5651,0.5292,0.093444909,53.5656,0.947440273
IEP,24.0095,0.076780897,0.8348,0.7697,0.02045206,62.0039,1.003099005
IONS,26.5215,0.2485286,-0.2158,0.1625,-0.116370809,49.3504,1.12490566
KRO,32.266,0.113946562,0.7226,0.7107,0.045378887,74.1333,1.104626928
LGIH,51.4957,0.138196418,0.8795,0.6937,0.039324686,73.94,1.187978786
MTEX,35.7169,0.112386207,-0.15,-0.2,-0.023125,43.3616,0.982993197
MRT,17.0698,0.043097872,0.3485,0.0101,0.002212766,49.2865,0.978206203
NEOS,34.5885,0.141661202,0.4242,0.2447,-0.031693989,65.164,1.121052632
NL,26.2695,0.312918033,0.6122,0.4382,0.17704918,67.0675,1.346391753
NVLN,35.1696,0.066059744,-0.0492,-0.1832,0.00227596,32.4665,0.692200557
PDCE,38.9121,0.300856618,0.8267,2.2506,0.139547216,57.5042,1.0258
PTCT,25.8563,0.169085457,-0.1102,-0.4908,-0.088855572,59.3617,0.906743185
PHX,25.8679,0.158142857,0.6118,0.8524,0.057983193,61.985,1
PARR,35.3419,0.245221154,0.6369,0.9137,0.076634615,83.1596,1.00621118
PEGI,36.512,0.125219917,-0.3906,0.1617,-0.031618257,48.6458,0.948749487
PRIM,52.9353,0.067369137,0.3682,0.612,0.02814412,77.3188,0.967501693
QTNA,20.4981,0.167888162,-0.5074,-0.4817,-0.08364069,40.393,0.901858304
RSPP,32.1878,0.201821336,0.4952,0.735,0.105174906,54.5892,0.988258877
REN,37.785,0.298181206,0.0082,0.4567,0.105759515,46.0347,1.004998334
