Test Name, September17, October17, November17, December17, Janurary18, Feburary18, Average%, Average Symbols
RSI45/MACD0/BOP-0.01/,0.7368,0.1,0.5,0.1111,0.5238,0,0.3286,4.67
RSI45/MACD0/BOP-0.03/,0.7368,0.1111,0.5,0.125,0.5238,0,0.3328,4.67
RSI45/MACD0/BOP-0.05/,0.7368,0.1111,0.5,0.125,0.5238,0,0.3328,4.67
RSI45/MACD-1/,1,0,0,0.3333,0.3333,0,0.2778,0.5
MACD0/BOP0.03/ADX35/,0.8718,0.2273,0.3333,0.3333,0.5682,0.2857,0.4366,12
MACD0/BOP0.03/ADX40/,0.8571,0.2609,0.3333,0.381,0.56,0.2857,0.4463,13.5
MACD0/BOP0.03/ADX45/,0.8605,0.32,0.5,0.381,0.537,0.2,0.4664,14.33
MACD0/BOP0.03/ADX50/,0.8409,0.3462,0.5,0.381,0.5273,0.2,0.4659,14.5
MACD0/BOP0.01/,0.7714,0.4048,0.5,0.325,0.4894,0.1667,0.4429,22.33
MACD0/BOP-0.01/,0.7714,0.4048,0.5,0.3333,0.4894,0.1667,0.4443,22.33
MACD0/BOP-0.03/,0.7714,0.425,0.5,0.3611,0.4946,0.1667,0.4531,22.33
MACD0/BOP-0.05/,0.7681,0.4103,0.5,0.3824,0.4946,0.1667,0.4537,22
MACD-1/,0.7143,0.5,0,0.5,0.5,0.5,0.4524,3
RSI45/MOM0/BOP0.03/ADX35/,1,0,0,0.25,0.6667,0,0.3194,1.5
RSI45/MOM0/BOP0.03/ADX40/,1,0,0,0.25,0.5714,0,0.3036,1.5
RSI45/MOM0/BOP0.03/ADX45/,1,0,0.5,0.25,0.5714,0,0.3869,1.67
RSI45/MOM0/BOP0.03/ADX50/,1,0,0.5,0.25,0.5714,0,0.3869,1.67
RSI45/MOM0/BOP0.01/,0.8,0.125,0.5,0.2,0.5833,0,0.368,3
RSI45/MOM0/BOP-0.01/,0.8,0.125,0.5,0.2,0.5833,0,0.368,3
RSI45/MOM0/BOP-0.03/,0.8,0.125,0.5,0.2,0.5833,0,0.368,3
RSI45/MOM0/BOP-0.05/,0.8,0.125,0.5,0.2,0.5833,0,0.368,3
MOM0/BOP0.03/ADX35/,0.8333,0.2222,0.3333,0.5,0.4545,0.25,0.4322,8
MOM0/BOP0.03/ADX40/,0.8462,0.2632,0.3333,0.6111,0.4444,0.25,0.458,9.5
MOM0/BOP0.03/ADX45/,0.8519,0.3333,0.5,0.6,0.425,0.1667,0.4795,10.5
MOM0/BOP0.03/ADX50/,0.8519,0.3333,0.5,0.619,0.4146,0.1667,0.4809,10.83
MOM0/BOP0.01/,0.6538,0.4375,0.6,0.55,0.411,0.2143,0.4778,18.83
MOM0/BOP-0.01/,0.6538,0.4255,0.6,0.5526,0.411,0.2143,0.4762,18.5
MOM0/BOP-0.03/,0.6538,0.4348,0.6,0.5405,0.411,0.2143,0.4757,18.33
MOM0/BOP-0.05/,0.6538,0.4348,0.6,0.5429,0.411,0.1538,0.466,18
RSI45/BOP0.03/ADX35/,0.9091,0,0,0.1667,0.8,0,0.3126,3.17
RSI45/BOP0.03/ADX40/,0.9091,0,0,0.1429,0.6923,0,0.2907,3.33
RSI45/BOP0.03/ADX45/,0.9091,0,0.5,0.1429,0.6923,0,0.374,3.5
RSI45/BOP0.03/ADX50/,0.8333,0,0.5,0.1429,0.6923,0,0.3614,3.5
RSI45/BOP0.01/,0.7368,0.1,0.5,0.1111,0.5455,0,0.3322,4.83
RSI45/BOP-0.01/,0.7368,0.1,0.5,0.1111,0.5455,0,0.3322,4.83
RSI45/BOP-0.03/,0.7368,0.1111,0.5,0.125,0.5455,0,0.3364,4.83
RSI45/BOP-0.05/,0.7368,0.1111,0.5,0.125,0.5455,0,0.3364,4.83
BOP0.03/ADX35/,0.84,0.24,0.25,0.32,0.5932,0.2222,0.4109,15.67
BOP0.03/ADX40/,0.8364,0.2692,0.25,0.3939,0.5588,0.2222,0.4218,17.83
BOP0.03/ADX45/,0.8393,0.3333,0.4,0.4,0.527,0.1538,0.4422,19
BOP0.03/ADX50/,0.8276,0.3235,0.4,0.3947,0.5195,0.1538,0.4365,19.67
BOP0.01/,0.72,0.4091,0.5,0.3974,0.4892,0.1875,0.4505,34.17
BOP-0.01/,0.7245,0.4,0.5,0.4,0.4928,0.1875,0.4508,33.67
BOP-0.03/,0.7216,0.4098,0.5,0.4058,0.5,0.2,0.4562,33
BOP-0.05/,0.7204,0.4,0.5,0.4154,0.4963,0.1429,0.4458,31.83
RSI45/MOM0/MACD-1/ADX35/,1,0,0,0.5,0,0,0.25,0.33
RSI45/MOM0/MACD-1/ADX40/,1,0,0,0.5,0,0,0.25,0.33
RSI45/MOM0/MACD-1/ADX45/,1,0,0,0.5,0,0,0.25,0.33
RSI45/MOM0/MACD-1/ADX50/,1,0,0,0.5,0,0,0.25,0.33
MOM0/MACD-1/ADX35/,1,0.2,0,0.5,0.25,1,0.4917,1.33
MOM0/MACD-1/ADX40/,1,0.2,0,0.6667,0.4,1,0.5444,1.67
MOM0/MACD-1/ADX45/,1,0.3333,0,0.6667,0.4,1,0.5667,1.83
MOM0/MACD-1/ADX50/,1,0.4286,0,0.6667,0.4,1,0.5826,2
RSI45/MACD-1/ADX35/,1,0,0,0.5,0,0,0.25,0.33
RSI45/MACD-1/ADX40/,1,0,0,0.3333,0,0,0.2222,0.33
RSI45/MACD-1/ADX45/,1,0,0,0.3333,0,0,0.2222,0.33
RSI45/MACD-1/ADX50/,1,0,0,0.3333,0,0,0.2222,0.33
MACD-1/ADX35/,1,0.2,0,0.5,0.25,1,0.4917,1.33
MACD-1/ADX40/,1,0.2,0,0.5,0.3333,1,0.5056,1.67
MACD-1/ADX45/,1,0.3333,0,0.5,0.3333,1,0.5278,1.83
MACD-1/ADX50/,1,0.4286,0,0.5,0.3333,1,0.5436,2
RSI50/ADX35/,0.875,0.24,0.5,0.6,0.5435,0.2,0.4931,11
RSI50/ADX40/,0.88,0.2222,0.5,0.5217,0.5273,0.2,0.4752,11.83
RSI50/ADX45/,0.88,0.2759,0.6667,0.48,0.5263,0.1429,0.4953,12.5
RSI50/ADX50/,0.8462,0.2667,0.6667,0.48,0.5263,0.1429,0.4881,12.5
RSI45/MOM0/MACD0/BOP0.05/ADX35/,0.7778,0.125,0,0.2,0.6364,0,0.2899,2.67
RSI45/MOM0/MACD0/BOP0.05/ADX40/,0.8,0.125,0,0.2,0.5833,0,0.2847,2.83
RSI45/MOM0/MACD0/BOP0.05/ADX45/,0.8,0.125,0.5,0.2,0.5833,0,0.368,3
RSI45/MOM0/MACD0/BOP0.05/ADX50/,0.8,0.125,0.5,0.2,0.5833,0,0.368,3
RSI45/MOM0/MACD0/BOP0.03/,0.8,0.125,0.5,0.2,0.5833,0,0.368,3
MOM0/MACD0/BOP0.05/ADX35/,0.8182,0.3462,0.3333,0.5,0.4583,0.2857,0.457,11.5
MOM0/MACD0/BOP0.05/ADX40/,0.8158,0.3929,0.3333,0.5238,0.4528,0.2857,0.4674,13.33
MOM0/MACD0/BOP0.05/ADX45/,0.8205,0.4333,0.5,0.5238,0.4464,0.2,0.4873,14.17
MOM0/MACD0/BOP0.05/ADX50/,0.8,0.4375,0.5,0.5238,0.4386,0.2,0.4833,14.33
MOM0/MACD0/BOP0.03/,0.75,0.4242,0.5,0.4783,0.4237,0.1818,0.4597,14.5
RSI45/MACD0/BOP0.05/ADX35/,0.7647,0.1111,0,0.125,0.5882,0,0.2648,4.17
RSI45/MACD0/BOP0.05/ADX40/,0.7778,0.1,0,0.1111,0.5238,0,0.2521,4.5
RSI45/MACD0/BOP0.05/ADX45/,0.7778,0.1,0.5,0.1111,0.5238,0,0.3355,4.67
RSI45/MACD0/BOP0.05/ADX50/,0.7368,0.1,0.5,0.1111,0.5238,0,0.3286,4.67
RSI45/MACD0/BOP0.03/,0.7368,0.1,0.5,0.1111,0.5238,0,0.3286,4.67
MACD0/BOP0.05/ADX35/,0.8333,0.3636,0.3333,0.3333,0.5135,0.25,0.4378,18
MACD0/BOP0.05/ADX40/,0.8197,0.3889,0.3333,0.3684,0.5,0.25,0.4434,20.5
MACD0/BOP0.05/ADX45/,0.8226,0.4211,0.5,0.359,0.4886,0.1818,0.4622,21.33
MACD0/BOP0.05/ADX50/,0.8,0.425,0.5,0.359,0.4889,0.1818,0.4591,21.83
MACD0/BOP0.03/,0.7714,0.4048,0.5,0.3415,0.4894,0.1667,0.4456,22.5
RSI45/MOM0/BOP0.05/ADX35/,0.7778,0.125,0,0.2,0.6364,0,0.2899,2.67
RSI45/MOM0/BOP0.05/ADX40/,0.8,0.125,0,0.2,0.5833,0,0.2847,2.83
RSI45/MOM0/BOP0.05/ADX45/,0.8,0.125,0.5,0.2,0.5833,0,0.368,3
RSI45/MOM0/BOP0.05/ADX50/,0.8,0.125,0.5,0.2,0.5833,0,0.368,3
RSI45/MOM0/BOP0.03/,0.8,0.125,0.5,0.2,0.5833,0,0.368,3
MOM0/BOP0.05/ADX35/,0.7,0.4062,0.3333,0.5238,0.4286,0.25,0.4403,13.17
MOM0/BOP0.05/ADX40/,0.7111,0.4595,0.5,0.5667,0.4194,0.25,0.4844,16
MOM0/BOP0.05/ADX45/,0.7174,0.4762,0.6,0.5758,0.4265,0.1667,0.4938,17.67
MOM0/BOP0.05/ADX50/,0.7021,0.4565,0.6,0.5946,0.4203,0.1667,0.49,18.33
MOM0/BOP0.03/,0.6538,0.4375,0.6,0.55,0.4189,0.2143,0.4791,19
RSI45/BOP0.05/ADX35/,0.7647,0.1111,0,0.125,0.6111,0,0.2686,4.33
RSI45/BOP0.05/ADX40/,0.7778,0.1,0,0.1111,0.5455,0,0.2557,4.67
RSI45/BOP0.05/ADX45/,0.7778,0.1,0.5,0.1111,0.5455,0,0.3391,4.83
RSI45/BOP0.05/ADX50/,0.7368,0.1,0.5,0.1111,0.5455,0,0.3322,4.83
RSI45/BOP0.03/,0.7368,0.1,0.5,0.1111,0.5455,0,0.3322,4.83
BOP0.05/ADX35/,0.7467,0.4091,0.2,0.375,0.4949,0.2,0.4043,24
BOP0.05/ADX40/,0.7529,0.44,0.3333,0.4098,0.4779,0.2,0.4356,28.17
BOP0.05/ADX45/,0.7558,0.4483,0.4286,0.403,0.4672,0.1429,0.441,30
BOP0.05/ADX50/,0.7391,0.4219,0.4286,0.4054,0.4729,0.1429,0.4351,31.83
BOP0.03/,0.7228,0.403,0.5,0.4024,0.4895,0.1875,0.4509,35
RSI45/MOM0/MACD0/ADX35/,0.7778,0.125,0,0.3333,0.6364,0,0.3121,2.83
RSI45/MOM0/MACD0/ADX40/,0.8,0.125,0,0.3333,0.5833,0,0.3069,3
RSI45/MOM0/MACD0/ADX45/,0.8,0.125,0.5,0.3333,0.5833,0,0.3903,3.17
RSI45/MOM0/MACD0/ADX50/,0.8,0.125,0.5,0.3333,0.5833,0,0.3903,3.17
MOM0/MACD0/ADX35/,0.8235,0.3333,0.3333,0.5,0.44,0.375,0.4675,12.17
MOM0/MACD0/ADX40/,0.8205,0.375,0.3333,0.5217,0.4364,0.375,0.477,14
MOM0/MACD0/ADX45/,0.825,0.4286,0.5,0.5217,0.431,0.2727,0.4965,15
MOM0/MACD0/ADX50/,0.8049,0.4324,0.5,0.5217,0.4237,0.2727,0.4926,15.17
RSI45/MACD0/ADX35/,0.7647,0.1,0,0.3636,0.5789,0,0.3012,4.83
RSI45/MACD0/ADX40/,0.7895,0.0909,0,0.3333,0.5217,0,0.2892,5.33
RSI45/MACD0/ADX45/,0.7895,0.0909,0.5,0.3333,0.5217,0,0.3726,5.5
RSI45/MACD0/ADX50/,0.75,0.0909,0.5,0.3333,0.5217,0,0.366,5.5
MACD0/ADX35/,0.8136,0.3171,0.3333,0.4103,0.5063,0.3333,0.4523,20.17
MACD0/ADX40/,0.806,0.3409,0.3333,0.4255,0.4945,0.3333,0.4556,23
MACD0/ADX45/,0.8088,0.383,0.5,0.4167,0.4842,0.25,0.4738,24
MACD0/ADX50/,0.7887,0.3878,0.5,0.4167,0.4845,0.25,0.4713,24.5
RSI45/MOM0/ADX35/,0.7778,0.125,0,0.3333,0.6364,0,0.3121,2.83
RSI45/MOM0/ADX40/,0.8,0.125,0,0.3333,0.5833,0,0.3069,3
RSI45/MOM0/ADX45/,0.8,0.125,0.5,0.3333,0.5833,0,0.3903,3.17
RSI45/MOM0/ADX50/,0.8,0.125,0.5,0.3333,0.5833,0,0.3903,3.17
MOM0/ADX35/,0.7143,0.3659,0.3333,0.5714,0.4237,0.3333,0.457,15
MOM0/ADX40/,0.7234,0.44,0.4,0.5897,0.403,0.2727,0.4715,18.5
MOM0/ADX45/,0.7292,0.4828,0.5,0.5952,0.411,0.2,0.4864,20.67
MOM0/ADX50/,0.7,0.4762,0.5,0.6087,0.4079,0.2,0.4821,21.67
RSI45/ADX35/,0.8182,0.2,0,0.2857,0.5455,0.25,0.3499,7.33
RSI45/ADX40/,0.8,0.1875,0,0.3529,0.5263,0.25,0.3528,8.33
RSI45/ADX45/,0.8,0.1875,0.3333,0.3529,0.5128,0.2,0.3978,8.5
RSI45/ADX50/,0.7692,0.1875,0.3333,0.3529,0.5128,0.2,0.3926,8.5
RSI45/MOM0/MACD0/BOP0.05/,0.8,0.125,0.5,0.2,0.5833,0,0.368,3
MOM0/MACD0/BOP0.05/,0.75,0.4242,0.5,0.4783,0.4426,0.1818,0.4628,14.83
RSI45/MACD0/BOP0.05/,0.7368,0.1,0.5,0.1111,0.5238,0,0.3286,4.67
MACD0/BOP0.05/,0.7714,0.3953,0.5,0.3415,0.5,0.1667,0.4458,22.83
RSI45/MOM0/BOP0.05/,0.8,0.125,0.5,0.2,0.5833,0,0.368,3
MOM0/BOP0.05/,0.6538,0.449,0.6,0.561,0.4342,0.2143,0.4854,19.67
RSI45/BOP0.05/,0.7368,0.1,0.5,0.1111,0.5455,0,0.3322,4.83
BOP0.05/,0.7212,0.4143,0.5,0.4,0.5,0.1875,0.4538,36.33
RSI45/MOM0/MACD0/,0.8,0.125,0.5,0.3333,0.5833,0,0.3903,3.17
MOM0/MACD0/,0.7556,0.4211,0.5,0.48,0.4286,0.25,0.4726,15.67
RSI45/MACD0/,0.75,0.0909,0.5,0.3333,0.5217,0,0.366,5.5
MACD0/,0.7632,0.3654,0.5,0.4118,0.4951,0.2308,0.461,25.67
RSI45/MOM0/,0.8,0.125,0.5,0.3333,0.5833,0,0.3903,3.17
MOM0/,0.6545,0.4706,0.4286,0.58,0.4286,0.2222,0.4641,23.33
RSI45/,0.7879,0.2609,0.3333,0.4286,0.4681,0.25,0.4215,11
BBANDS0.07/ADX35/,0.5556,0.359,0,0.4783,0.3103,0.5,0.3672,12.5
BBANDS0.07/ADX40/,0.5952,0.4167,0.3333,0.4727,0.3284,0.5,0.441,15.83
BBANDS0.07/ADX45/,0.5435,0.4259,0.3333,0.4667,0.3429,0.5,0.4354,17
BBANDS0.07/ADX50/,0.5385,0.4237,0.3333,0.4776,0.3733,0.5,0.4411,19.17
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX20/,1,1,0,0.6667,0,0,0.4444,0.67
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX25/,1,1,0,0.75,0.25,0,0.5,1
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX30/,1,1,0,0.75,0.4,0,0.525,1.17
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX35/,1,1,0,0.75,0.4,0,0.525,1.33
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX40/,1,1,0,0.6,0.5,0,0.5167,1.5
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX45/,1,1,0,0.6,0.5,0,0.5167,1.5
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX50/,1,1,0,0.6,0.5,0,0.5167,1.5
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.06/,0,1,0,0.6,0.6,0,0.3667,1.17
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.05/,0,1,0,0.6,0.5,0,0.35,1
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.04/,0,1,0,0.75,0.5,0,0.375,0.83
RSI50/MOM0/MACD0/BOP0.03/,0.5714,0.6667,1,0.5556,0.4286,0,0.537,3.33
RSI50/MOM0/MACD0/BOP0.01/,0.5714,0.6667,1,0.5556,0.4286,0,0.537,3.33
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX20/,0.75,0.5,0,0.4,0.3333,0,0.3305,1.5
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX25/,0.75,0.5,0,0.5,0.3846,0,0.3558,2.17
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX30/,0.7,0.6,0,0.5,0.4118,0,0.3686,3.33
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX35/,0.7273,0.6667,0,0.5,0.4737,0,0.3946,4.33
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX40/,0.7143,0.7,0,0.4286,0.4545,0,0.3829,5
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX45/,0.7143,0.7,0,0.4286,0.4545,0,0.3829,5
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX50/,0.6667,0.6364,0,0.4286,0.4545,0,0.3644,5
MOM0/MACD0/BOP0.05/BBANDS0.06/,0.6667,0.5,0,0.4286,0.6,0,0.3659,3.67
MOM0/MACD0/BOP0.05/BBANDS0.05/,0.7143,0.3333,0,0.4286,0.6,0,0.346,2.5
MOM0/MACD0/BOP0.05/BBANDS0.04/,0.6667,1,0,0.6,0.25,0,0.4194,1.17
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX20/,1,1,0,0.5,0.5,0,0.5,1.17
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX25/,1,1,0,0.6,0.2222,0,0.4704,1.5
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX30/,0.75,1,0,0.6,0.3636,0,0.4523,1.83
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX35/,0.75,1,0,0.6,0.3846,0,0.4558,2.17
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX40/,0.75,0.6667,0,0.5,0.4,0,0.3861,2.33
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX45/,0.75,0.6667,0,0.4286,0.4,0,0.3742,2.33
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX50/,0.75,0.6667,0,0.4286,0.4,0,0.3742,2.33
RSI50/MACD0/BOP0.05/BBANDS0.06/,0.6667,0.5,0,0.4286,0.5,0,0.3492,2
RSI50/MACD0/BOP0.05/BBANDS0.05/,0,1,0,0.4286,0.4444,0,0.3122,1.33
RSI50/MACD0/BOP0.05/BBANDS0.04/,0,1,0,0.6,0.6,0,0.3667,1.17
RSI50/MACD0/BOP0.03/,0.7368,0.4444,1,0.3846,0.4667,0,0.5054,6.33
RSI50/MACD0/BOP0.01/,0.7368,0.4444,1,0.3846,0.4667,0,0.5054,6.33
MACD0/BOP0.05/BBANDS0.07/ADX20/,0.8333,0.6,0,0.2857,0.4286,0,0.3579,2.17
MACD0/BOP0.05/BBANDS0.07/ADX25/,0.8333,0.6,0,0.3636,0.3,0,0.3495,3
MACD0/BOP0.05/BBANDS0.07/ADX30/,0.7143,0.6667,0,0.3846,0.36,0,0.3543,4.67
MACD0/BOP0.05/BBANDS0.07/ADX35/,0.7333,0.7,0,0.3333,0.4333,0,0.3666,6
MACD0/BOP0.05/BBANDS0.07/ADX40/,0.7368,0.6667,0,0.3529,0.4118,0,0.3614,7
MACD0/BOP0.05/BBANDS0.07/ADX45/,0.7368,0.6667,0,0.3333,0.4118,0,0.3581,7
MACD0/BOP0.05/BBANDS0.07/ADX50/,0.7143,0.6154,0,0.3333,0.4286,0,0.3486,7.33
MACD0/BOP0.05/BBANDS0.06/,0.75,0.4286,0,0.2667,0.5385,0,0.3306,5.5
MACD0/BOP0.05/BBANDS0.05/,0.75,0.4,0,0.25,0.5625,0,0.3271,3.33
MACD0/BOP0.05/BBANDS0.04/,0.6667,0.6667,0,0.375,0.4286,0,0.3562,1.67
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX20/,1,1,0,0.6667,0,0,0.4444,0.67
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX25/,1,1,0,0.75,0.25,0,0.5,1
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX30/,1,1,0,0.75,0.3333,0,0.5139,1.17
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX35/,1,1,0,0.75,0.3333,0,0.5139,1.33
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX40/,1,1,0,0.6,0.4286,0,0.5048,1.5
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX45/,1,1,0,0.6,0.4286,0,0.5048,1.5
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX50/,1,1,0,0.6,0.4286,0,0.5048,1.5
RSI50/MOM0/BOP0.05/BBANDS0.06/,0,1,0,0.6,0.6,0,0.3667,1.17
RSI50/MOM0/BOP0.05/BBANDS0.05/,0,1,0,0.6,0.5,0,0.35,1
RSI50/MOM0/BOP0.05/BBANDS0.04/,0,1,0,0.75,0.5,0,0.375,0.83
RSI50/MOM0/BOP0.03/,0.5714,0.6667,1,0.6,0.4,0,0.5397,3.5
RSI50/MOM0/BOP0.01/,0.5714,0.6667,1,0.6,0.4,0,0.5397,3.5
MOM0/BOP0.05/BBANDS0.07/ADX20/,0.6,0.5,0,0.4,0.3333,0,0.3056,1.5
MOM0/BOP0.05/BBANDS0.07/ADX25/,0.375,0.6,0,0.5714,0.3846,0,0.3218,2.5
MOM0/BOP0.05/BBANDS0.07/ADX30/,0.5,0.5556,0,0.625,0.35,0,0.3384,4
MOM0/BOP0.05/BBANDS0.07/ADX35/,0.5,0.6429,0,0.5556,0.3913,0,0.3483,5.17
MOM0/BOP0.05/BBANDS0.07/ADX40/,0.5263,0.6667,1,0.5,0.3846,0,0.5129,6.5
MOM0/BOP0.05/BBANDS0.07/ADX45/,0.5263,0.6,1,0.5385,0.4286,0,0.5156,7
MOM0/BOP0.05/BBANDS0.07/ADX50/,0.5,0.5714,1,0.5625,0.4286,0,0.5104,7.33
MOM0/BOP0.05/BBANDS0.06/,0.4706,0.5,1,0.5333,0.5909,0,0.5158,6
MOM0/BOP0.05/BBANDS0.05/,0.4167,0.4,1,0.5,0.6,0,0.4861,4.33
MOM0/BOP0.05/BBANDS0.04/,0.2857,0.5,1,0.6,0.5,0,0.481,2.67
RSI50/BOP0.05/BBANDS0.07/ADX20/,1,1,0,0.5,0.5,0,0.5,1.17
RSI50/BOP0.05/BBANDS0.07/ADX25/,1,1,0,0.6,0.2222,0,0.4704,1.5
RSI50/BOP0.05/BBANDS0.07/ADX30/,0.75,1,0,0.6667,0.3333,0,0.4583,2
RSI50/BOP0.05/BBANDS0.07/ADX35/,0.75,1,0,0.6667,0.3571,0,0.4623,2.33
RSI50/BOP0.05/BBANDS0.07/ADX40/,0.75,0.6667,0,0.5714,0.4118,0,0.4,2.67
RSI50/BOP0.05/BBANDS0.07/ADX45/,0.75,0.6667,0,0.5,0.4118,0,0.3881,2.67
RSI50/BOP0.05/BBANDS0.07/ADX50/,0.75,0.6667,0,0.5,0.4118,0,0.3881,2.67
RSI50/BOP0.05/BBANDS0.06/,0.6667,0.5,0,0.5,0.5385,0,0.3675,2.33
RSI50/BOP0.05/BBANDS0.05/,0,1,0,0.5,0.5,0,0.3333,1.67
