Test Name, September17, October17, November17, December17, Janurary18, Feburary18, Average%, Average Symbols
RSI45/BOP0.05/ADX45/,0.8333,0.1,1,0.3333,0.7273,0.3333,0.5545,6.33
RSI45/BOP0.05/ADX50/,0.7895,0.1,1,0.3333,0.7273,0.3333,0.5472,6.33
RSI45/BOP0.03/,0.7895,0.1,1,0.3333,0.7273,0.3333,0.5472,6.33
BOP0.05/ADX35/,0.84,0.5,0.8,0.5,0.6162,0.3,0.5927,29.5
BOP0.05/ADX40/,0.8471,0.52,0.8333,0.5246,0.6283,0.3,0.6089,34.83
BOP0.05/ADX45/,0.8488,0.5345,0.8571,0.5373,0.6066,0.2857,0.6117,37.33
BOP0.05/ADX50/,0.837,0.5312,0.8571,0.527,0.6202,0.2857,0.6097,40
BOP0.03/,0.8119,0.5075,0.875,0.5244,0.6294,0.3125,0.6101,43.5
RSI45/MOM0/MACD0/ADX35/,0.8889,0.125,1,0.5,0.7273,0,0.5402,3.5
RSI45/MOM0/MACD0/ADX40/,0.9,0.125,1,0.5,0.75,0,0.5458,3.83
RSI45/MOM0/MACD0/ADX45/,0.9,0.125,1,0.5,0.75,0,0.5458,4
RSI45/MOM0/MACD0/ADX50/,0.9,0.125,1,0.5,0.75,0,0.5458,4
MOM0/MACD0/ADX35/,0.9118,0.4,1,0.6111,0.6,0.375,0.6496,15
MOM0/MACD0/ADX40/,0.8974,0.4375,1,0.6087,0.6182,0.375,0.6561,17.17
MOM0/MACD0/ADX45/,0.9,0.4857,1,0.6087,0.6034,0.3636,0.6602,18.33
MOM0/MACD0/ADX50/,0.9024,0.5135,1,0.6087,0.6102,0.3636,0.6664,19
RSI45/MACD0/ADX35/,0.8235,0.2,1,0.4545,0.6842,0,0.527,5.83
RSI45/MACD0/ADX40/,0.8421,0.1818,1,0.5,0.7391,0,0.5438,7
RSI45/MACD0/ADX45/,0.8421,0.1818,1,0.5,0.7391,0,0.5438,7.17
RSI45/MACD0/ADX50/,0.8,0.1818,1,0.5,0.7391,0,0.5368,7.17
MACD0/ADX35/,0.8983,0.3902,1,0.5128,0.6456,0.3333,0.63,24.33
MACD0/ADX40/,0.8955,0.4091,1,0.5319,0.6703,0.3333,0.64,28.33
MACD0/ADX45/,0.8971,0.4468,1,0.5208,0.6526,0.3333,0.6418,29.5
MACD0/ADX50/,0.8873,0.4694,1,0.5208,0.6598,0.3333,0.6451,30.5
RSI45/MOM0/ADX35/,0.8889,0.125,1,0.5,0.7273,0.5,0.6235,3.67
RSI45/MOM0/ADX40/,0.9,0.125,1,0.5,0.75,0.5,0.6292,4
RSI45/MOM0/ADX45/,0.9,0.125,1,0.5,0.75,0.3333,0.6014,4.17
RSI45/MOM0/ADX50/,0.9,0.125,1,0.5,0.75,0.3333,0.6014,4.17
MOM0/ADX35/,0.8571,0.439,1,0.6786,0.5763,0.4444,0.6659,19
MOM0/ADX40/,0.8511,0.5,0.8,0.6667,0.597,0.3636,0.6297,23.17
MOM0/ADX45/,0.8542,0.5517,0.8333,0.6905,0.589,0.3333,0.642,25.83
MOM0/ADX50/,0.84,0.5556,0.8333,0.6957,0.6053,0.3333,0.6439,27.5
RSI45/ADX35/,0.8636,0.2667,1,0.5,0.6667,0.5,0.6328,9.33
RSI45/ADX40/,0.88,0.25,1,0.5882,0.7105,0.5,0.6548,11.17
RSI45/ADX45/,0.88,0.25,1,0.5882,0.6923,0.4,0.6351,11.33
RSI45/ADX50/,0.8462,0.25,1,0.5882,0.6923,0.4,0.6294,11.33
RSI45/MOM0/MACD0/BOP0.05/,0.9,0.125,1,0.4,0.75,0,0.5292,3.83
MOM0/MACD0/BOP0.05/,0.8409,0.4848,1,0.6087,0.6393,0.2727,0.6411,18.83
RSI45/MACD0/BOP0.05/,0.7895,0.1,1,0.3333,0.7143,0,0.4895,6
MACD0/BOP0.05/,0.8571,0.4419,1,0.4878,0.6667,0.25,0.6172,28.33
RSI45/MOM0/BOP0.05/,0.9,0.125,1,0.4,0.75,0.3333,0.5847,4
MOM0/BOP0.05/,0.7885,0.5306,1,0.6585,0.6184,0.3571,0.6588,25.17
RSI45/BOP0.05/,0.7895,0.1,1,0.3333,0.7273,0.3333,0.5472,6.33
BOP0.05/,0.8077,0.5143,0.875,0.5176,0.637,0.3125,0.6107,44.83
RSI45/MOM0/MACD0/,0.9,0.125,1,0.5,0.75,0,0.5458,4
MOM0/MACD0/,0.8444,0.5,1,0.6,0.619,0.3333,0.6495,19.83
RSI45/MACD0/,0.8,0.1818,1,0.5,0.7391,0,0.5368,7.17
MACD0/,0.8553,0.4423,1,0.5294,0.6699,0.3077,0.6341,32
RSI45/MOM0/,0.9,0.125,1,0.5,0.75,0.3333,0.6014,4.17
MOM0/,0.7818,0.5588,0.7143,0.68,0.619,0.3333,0.6145,29.67
RSI45/,0.8485,0.3478,1,0.619,0.6596,0.375,0.6416,14.33
BBANDS0.07/ADX35/,0.75,0.5128,1,0.587,0.4828,0.5,0.6388,17.33
BBANDS0.07/ADX40/,0.7619,0.5417,0.6667,0.5636,0.5224,0.5,0.5927,21.17
BBANDS0.07/ADX45/,0.6957,0.5556,0.6667,0.5667,0.5286,0.5,0.5856,22.67
BBANDS0.07/ADX50/,0.7115,0.5593,0.6667,0.5821,0.5467,0.5,0.5944,25.5
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX20/,1,1,0,0.6667,1,0,0.6111,0.83
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX25/,1,1,0,0.75,1,0,0.625,1.5
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX30/,1,1,0,0.75,1,0,0.625,1.67
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX35/,1,1,0,0.75,1,0,0.625,1.83
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX40/,1,1,0,0.6,1,0,0.6,2
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX45/,1,1,0,0.6,1,0,0.6,2
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX50/,1,1,0,0.6,1,0,0.6,2
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.06/,0,1,0,0.6,1,0,0.4333,1.5
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.05/,0,1,0,0.6,1,0,0.4333,1.33
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.04/,0,1,0,0.75,1,0,0.4583,1
RSI50/MOM0/MACD0/BOP0.03/,0.5714,0.6667,1,0.6667,0.6429,0,0.5913,4
RSI50/MOM0/MACD0/BOP0.01/,0.5714,0.6667,1,0.6667,0.6429,0,0.5913,4
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX20/,0.75,0.5,0,0.6,0.5,0,0.3917,1.83
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX25/,0.75,0.5,0,0.6667,0.6923,0,0.4348,3
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX30/,0.8,0.6,0,0.6667,0.7059,0,0.4621,4.5
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX35/,0.8182,0.6667,0,0.6667,0.7368,0,0.4814,5.5
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX40/,0.7857,0.7,0,0.5714,0.7273,0,0.4641,6.33
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX45/,0.7857,0.7,0,0.5714,0.7273,0,0.4641,6.33
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX50/,0.8,0.7273,0,0.5714,0.7273,0,0.471,6.67
MOM0/MACD0/BOP0.05/BBANDS0.06/,0.8333,0.5,0,0.5714,0.8667,0,0.4619,4.83
MOM0/MACD0/BOP0.05/BBANDS0.05/,0.8571,0.3333,0,0.5714,0.9,0,0.4436,3.33
MOM0/MACD0/BOP0.05/BBANDS0.04/,0.6667,1,0,0.8,0.75,0,0.5361,1.67
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX20/,1,1,0,0.5,1,0,0.5833,1.33
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX25/,1,1,0,0.6,0.5556,0,0.5259,2
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX30/,0.75,1,0,0.6,0.6364,0,0.4977,2.33
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX35/,0.75,1,0,0.6,0.6154,0,0.4942,2.67
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX40/,0.75,0.6667,0,0.5,0.6667,0,0.4306,3
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX45/,0.75,0.6667,0,0.4286,0.6667,0,0.4187,3
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX50/,0.75,0.6667,0,0.4286,0.6667,0,0.4187,3
RSI50/MACD0/BOP0.05/BBANDS0.06/,0.6667,0.5,0,0.4286,0.6667,0,0.377,2.33
RSI50/MACD0/BOP0.05/BBANDS0.05/,0,1,0,0.4286,0.6667,0,0.3492,1.67
RSI50/MACD0/BOP0.05/BBANDS0.04/,0,1,0,0.6,0.8,0,0.4,1.33
RSI50/MACD0/BOP0.03/,0.7368,0.4444,1,0.5385,0.6,0,0.5533,7.33
RSI50/MACD0/BOP0.01/,0.7368,0.4444,1,0.5385,0.6,0,0.5533,7.33
MACD0/BOP0.05/BBANDS0.07/ADX20/,0.8333,0.6,0,0.4286,0.5714,0,0.4056,2.5
MACD0/BOP0.05/BBANDS0.07/ADX25/,0.8333,0.6,0,0.5455,0.55,0,0.4215,4.17
MACD0/BOP0.05/BBANDS0.07/ADX30/,0.7857,0.6667,0,0.5385,0.6,0,0.4318,6.17
MACD0/BOP0.05/BBANDS0.07/ADX35/,0.8,0.7,0,0.4667,0.6333,0,0.4333,7.5
MACD0/BOP0.05/BBANDS0.07/ADX40/,0.7895,0.6667,0,0.4706,0.6471,0,0.429,8.83
MACD0/BOP0.05/BBANDS0.07/ADX45/,0.7895,0.6667,0,0.4444,0.6471,0,0.4246,8.83
MACD0/BOP0.05/BBANDS0.07/ADX50/,0.8095,0.6923,0,0.4444,0.6571,0,0.4339,9.5
MACD0/BOP0.05/BBANDS0.06/,0.875,0.4286,0,0.4,0.7308,0,0.4057,7
MACD0/BOP0.05/BBANDS0.05/,0.875,0.4,0,0.3333,0.75,0,0.393,4.17
MACD0/BOP0.05/BBANDS0.04/,0.6667,0.6667,0,0.5,0.7143,0,0.4246,2.17
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX20/,1,1,0,0.6667,1,0,0.6111,0.83
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX25/,1,1,0,0.75,1,0,0.625,1.5
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX30/,1,1,0,0.75,0.8333,0,0.5972,1.67
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX35/,1,1,0,0.75,0.8333,0,0.5972,1.83
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX40/,1,1,0,0.6,0.8571,0,0.5762,2
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX45/,1,1,0,0.6,0.8571,0,0.5762,2
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX50/,1,1,0,0.6,0.8571,0,0.5762,2
RSI50/MOM0/BOP0.05/BBANDS0.06/,0,1,0,0.6,1,0,0.4333,1.5
RSI50/MOM0/BOP0.05/BBANDS0.05/,0,1,0,0.6,1,0,0.4333,1.33
RSI50/MOM0/BOP0.05/BBANDS0.04/,0,1,0,0.75,1,0,0.4583,1
RSI50/MOM0/BOP0.03/,0.5714,0.6667,1,0.7,0.6,0,0.5897,4.17
RSI50/MOM0/BOP0.01/,0.5714,0.6667,1,0.7,0.6,0,0.5897,4.17
MOM0/BOP0.05/BBANDS0.07/ADX20/,0.8,0.5,0,0.6,0.5,0,0.4,2
MOM0/BOP0.05/BBANDS0.07/ADX25/,0.625,0.6,0,0.7143,0.6923,0,0.4386,3.67
MOM0/BOP0.05/BBANDS0.07/ADX30/,0.7143,0.6667,0,0.75,0.6,0,0.4552,5.67
MOM0/BOP0.05/BBANDS0.07/ADX35/,0.75,0.7143,0,0.6667,0.6087,0,0.4566,7
MOM0/BOP0.05/BBANDS0.07/ADX40/,0.7368,0.7222,1,0.5833,0.6154,0,0.6096,8.5
MOM0/BOP0.05/BBANDS0.07/ADX45/,0.7368,0.7,1,0.6154,0.6429,0,0.6158,9.17
MOM0/BOP0.05/BBANDS0.07/ADX50/,0.75,0.7143,1,0.625,0.6429,0,0.622,9.83
MOM0/BOP0.05/BBANDS0.06/,0.7647,0.6667,1,0.6,0.7727,0,0.634,8
MOM0/BOP0.05/BBANDS0.05/,0.75,0.6,1,0.5714,0.8,0,0.6202,6
MOM0/BOP0.05/BBANDS0.04/,0.7143,0.6667,1,0.7,0.75,0,0.6385,3.83
RSI50/BOP0.05/BBANDS0.07/ADX20/,1,1,0,0.5,1,0,0.5833,1.33
RSI50/BOP0.05/BBANDS0.07/ADX25/,1,1,0,0.6,0.5556,0,0.5259,2
RSI50/BOP0.05/BBANDS0.07/ADX30/,0.75,1,0,0.6667,0.5833,0,0.5,2.5
RSI50/BOP0.05/BBANDS0.07/ADX35/,0.75,1,0,0.6667,0.5714,0,0.498,2.83
RSI50/BOP0.05/BBANDS0.07/ADX40/,0.75,0.6667,0,0.5714,0.6471,0,0.4392,3.33
RSI50/BOP0.05/BBANDS0.07/ADX45/,0.75,0.6667,0,0.5,0.6471,0,0.4273,3.33
RSI50/BOP0.05/BBANDS0.07/ADX50/,0.75,0.6667,0,0.5,0.6471,0,0.4273,3.33
RSI50/BOP0.05/BBANDS0.06/,0.6667,0.5,0,0.5,0.6923,0,0.3932,2.67
RSI50/BOP0.05/BBANDS0.05/,0,1,0,0.5,0.7,0,0.3667,2
RSI50/BOP0.05/BBANDS0.04/,0,1,0,0.6,0.8333,0,0.4056,1.5
RSI50/BOP0.03/,0.7368,0.5,1,0.6,0.6176,0.25,0.6174,8.5
RSI50/BOP0.01/,0.7368,0.5,1,0.6,0.6176,0.25,0.6174,8.5
BOP0.05/BBANDS0.07/ADX20/,0.8571,0.5714,1,0.4,0.5,0,0.5548,3.17
